CellId	Length	Radius	Curvature	Torsion	Tortuosity	StartPointPosition_R	StartPointPosition_A	StartPointPosition_S	EndPointPosition_R	EndPointPosition_A	EndPointPosition_S
431	2.48814	1.99217	0.0969831	0	0.0131679	-44.281	103.3	-162.931	-44.9909	101.221	-161.834
432	4.52524	1.62197	0.590446	0	0.681931	-85.0648	133.76	-277.191	-86.5127	132.518	-279.089
433	3.83736	1.63204	0.503965	0	0.426262	-85.0648	133.76	-277.191	-86.5127	132.518	-279.089
434	12.7708	1.48062	0.0824663	0.0674883	0.0250628	-98.9958	148.08	-220.643	-109.936	146.917	-214.796
435	3.98636	1.37907	0.120983	-0.136431	0.0171602	-98.9958	148.08	-220.643	-101.149	147.841	-223.908
436	4.31707	1.15451	0.10991	0	0.0274586	-80.6135	135.737	-224.332	-79.5335	131.792	-225.295
437	10.8524	1.53554	0.128894	-0.520915	0.0240626	-80.6135	135.737	-224.332	-86.9707	129.936	-218.149
438	19.0137	1.45701	0.143535	-0.837752	0.0651183	-97.3021	137.592	-228.681	-111.844	137.219	-218.334
439	9.74559	1.3571	0.149347	0.602759	0.0348416	-97.3021	137.592	-228.681	-103.545	137.72	-235.731
440	25.4982	1.49691	0.20995	0.179696	0.0405746	-52.1899	138.425	-278.309	-52.66	129.676	-301.193
441	11.7812	1.52993	0.124503	0.573465	0.032644	-52.1899	138.425	-278.309	-50.4044	149.658	-279.2
442	8.25141	1.35562	0.21069	-0.0703926	0.0508512	-34.8077	143.1	-289.203	-34.3325	142.589	-297.024
443	4.46414	1.51946	0.0473046	0	0.00992519	-34.8077	143.1	-289.203	-34.813	147.513	-288.946
444	6.43764	1.58087	0.0875151	0.837391	0.00742298	60.0276	187.033	-246.894	59.1085	193.357	-246.952
445	10.6944	1.49207	0.0981338	0.896082	0.00996634	61.106	186.044	-244.666	61.3042	196.254	-241.866
446	15.3023	1.60449	0.106049	0.614071	0.0367678	50.6001	131.779	-277.126	48.4281	118.34	-282.829
447	15.8811	1.69329	0.0814758	-0.0548793	0.0271171	50.6001	131.779	-277.126	54.1875	126.395	-291.169
448	17.9302	1.49527	0.162034	0.0623002	0.0465908	46.1154	144.098	-276.264	37.3991	146.554	-290.807
449	23.8324	1.5246	0.173546	-0.258065	0.177474	46.1154	144.098	-276.264	36.4827	158.09	-287.27
450	20.233	1.58224	0.101789	-0.127434	0.0213679	72.2846	116.407	-275.847	74.3226	105.075	-291.967
451	14.4769	1.57401	0.0893176	-0.529787	0.0269004	72.2846	116.407	-275.847	79.7674	104.584	-277.569
452	8.2087	1.57668	0.119487	0.756228	0.05457	74.5417	129.581	-275.75	75.613	129.861	-283.454
453	35.6588	1.60376	0.101115	0.0464267	0.0403951	74.5417	129.581	-275.75	99.4577	119.254	-296.899
454	6.42096	1.46031	0.183184	-1.74244	0.0543999	60.8426	94.8978	-208.305	58.6128	91.8136	-203.551
455	10.7624	1.50046	0.172141	0.1505	0.108898	60.8426	94.8978	-208.305	61.6007	85.4259	-206.329
456	9.35884	1.5127	0.106488	0.105824	0.0249897	-47.1046	237.393	-167.713	-41.5554	244.432	-165.973
457	4.96204	1.56244	0.0388207	0.0743983	0.00412342	-47.1046	237.393	-167.713	-50.6162	240.318	-169.592
458	9.23896	1.43033	0.256995	-0.00676323	0.0873205	-42.863	225.106	-139.587	-42.8576	229.722	-132.453
459	13.7979	1.54172	0.108279	0.0721197	0.0279372	-42.863	225.106	-139.587	-42.8687	238.523	-139.981
460	6.98479	1.43973	0.114584	-0.130113	0.0170227	-78.8038	141.458	-141.786	-78.7502	135.498	-138.375
461	12.2273	1.55567	0.108718	0.035482	0.0678859	-78.8038	141.458	-141.786	-89.8808	138.567	-141.572
462	15.1908	1.51237	0.179142	-0.281604	0.0650059	-54.2912	122.276	-138.728	-53.0199	119.255	-124.846
463	17.2165	1.50704	0.130096	0.265551	0.0743876	-54.2912	122.276	-138.728	-54.3752	109.155	-129.529
464	12.1646	1.4853	0.165863	0.159079	0.03932	-27.4589	117.003	-124.151	-26.1584	107.382	-130.69
465	8.21875	1.41999	0.14459	-0.490021	0.0353857	-27.4589	117.003	-124.151	-27.0628	111.424	-118.518
466	9.11618	1.50733	0.132233	0.121666	0.027031	-21.9842	137.18	-113.913	-20.8242	128.413	-113.148
467	14.0166	1.48773	0.10625	0.0918656	0.010889	-21.9842	137.18	-113.913	-22.0278	149.215	-107.027
468	5.80627	1.44732	0.0737454	0.240213	0.00606481	-32.4746	84.4118	-227.844	-32.3526	79.4902	-224.833
469	4.1443	1.38909	0.105233	0	0.0240558	-32.4746	84.4118	-227.844	-32.0699	83.2814	-231.709
470	4.92689	1.47715	0.19373	0.288715	0.0957027	-44.9909	101.221	-161.834	-43.3284	98.0425	-159.122
471	11.7602	1.47663	0.123066	-0.205547	0.0178228	-44.9909	101.221	-161.834	-55.07	101.793	-156.214
472	26.6515	1.51174	0.111318	0.0301846	0.0383743	-86.5127	132.518	-279.089	-91.1517	110.535	-291.498
473	36.0717	1.48564	0.140184	0.326236	0.0679043	-86.5127	132.518	-279.089	-109.78	127.553	-303.066
474	17.3527	1.4829	0.0907846	0.405373	0.0832291	-86.9707	129.936	-218.149	-101.106	130.008	-210.611
475	5.43783	1.41111	0.126433	-0.0497416	0.049902	-86.9707	129.936	-218.149	-87.1369	126.845	-213.997
476	9.87574	1.54353	0.0945611	0.365834	0.0204881	-34.813	147.513	-288.946	-37.6768	156.733	-288.284
477	3.32276	0.598727	0.604609	26.0192	0.0244894	-34.813	147.513	-288.946	-34.383	148.463	-292.017
478	46.638	1.55892	0.137805	-0.0594164	0.0292542	54.1875	126.395	-291.169	63.9587	107.607	-331.229
479	24.4043	1.50768	0.149059	-0.0856269	0.0258685	54.1875	126.395	-291.169	49.4539	122.506	-314.156
480	6.3514	1.41433	0.252924	-0.517577	0.16204	74.3226	105.075	-291.967	72.6045	100.528	-294.466
481	9.98917	1.47049	0.16558	0.0587178	0.0327392	74.3226	105.075	-291.967	78.2652	103.098	-300.576
482	17.6428	1.5295	0.148341	0.17823	0.0201185	75.613	129.861	-283.454	78.4283	123.458	-299.272
483	4.92608	1.19107	0.136793	0.262289	0.0260143	75.613	129.861	-283.454	77.9464	133.449	-285.63
484	14.8333	1.43429	0.21228	0.123	0.0455925	61.6007	85.4259	-206.329	61.6366	79.261	-193.552
485	10.1112	1.47779	0.10804	0.368154	0.0491748	61.6007	85.4259	-206.329	61.6322	76.2269	-203.456
486	8.07276	1.48501	0.112674	0.0320202	0.0330588	-41.5554	244.432	-165.973	-41.4969	250.751	-161.377
487	17.6473	1.46621	0.156571	-0.00178468	0.0898436	-41.5554	244.432	-165.973	-38.1974	258.548	-173.161
488	12.885	1.50905	0.1781	0.060305	0.032027	-54.3752	109.155	-129.529	-54.2974	107.127	-117.21
489	7.51342	1.54602	0.107648	0.864351	0.0247752	-54.3752	109.155	-129.529	-54.4913	101.872	-128.693
490	12.7207	1.47089	0.173634	0.288738	0.0590348	-43.3284	98.0425	-159.122	-43.6418	86.9826	-154.447
491	14.5659	1.41424	0.26376	0.225381	0.0530678	-43.3284	98.0425	-159.122	-43.6691	95.9437	-145.455
492	3.52259	1.56657	0.091895	0	0.0259628	-109.78	127.553	-303.066	-113.003	127.618	-301.885
493	5.41404	1.44275	0.222502	0.123482	0.0791875	-109.78	127.553	-303.066	-110.277	126.917	-308.018
494	3.78582	1.51636	0.117809	0	0.047286	-101.106	130.008	-210.611	-102.662	127.512	-208.509
495	4.08471	1.3388	0.110884	0	0.0495729	-101.106	130.008	-210.611	-101.738	133.479	-208.968
496	22.3708	1.4666	0.135202	-0.0047773	0.0417484	-87.1369	126.845	-213.997	-104.601	127.793	-201.537
497	13.1761	1.44976	0.132739	-0.0264376	0.105443	-87.1369	126.845	-213.997	-86.031	115.138	-212.048
498	18.1569	4.07168	0.0162088	0.00766302	0.00349748	-32.4412	162.092	-198.908	-46.5982	172.508	-194.61
