CellId	Radius	Length	Curvature	Torsion	Tortuosity	StartPointPosition_R	StartPointPosition_A	StartPointPosition_S	EndPointPosition_R	EndPointPosition_A	EndPointPosition_S
34	1.55653	15.3577	0.0977185	0.848939	0.0163126	-82.4356	153.199	-237.795	-92.6825	144.134	-244.212
35	2.05914	11.0708	0.0662518	-0.502359	0.0146341	-48.9586	146.403	-233.578	-46.7847	143.11	-243.75
36	1.60829	12.6348	0.109074	0.15826	0.047263	-46.7847	143.11	-243.75	-37.0432	145.86	-250.315
37	1.48567	10.1333	0.122594	0.28204	0.0181257	-37.0432	145.86	-250.315	-33.0028	153.687	-254.949
38	1.46256	8.24494	0.146716	-0.172399	0.0218864	-37.0432	145.86	-250.315	-31.9563	140.181	-252.955
39	3.01091	10.2805	0.062732	-0.696178	0.0125719	-37.7801	156.934	-205.995	-40.3932	147.227	-204.569
40	2.17012	7.89403	0.078056	-0.594663	0.0154786	-40.3932	147.227	-204.569	-44.1834	142.159	-200.054
41	1.80364	10.2795	0.124678	0.538305	0.0344494	-44.1834	142.159	-200.054	-50.738	134.732	-199.264
42	1.60853	46.0558	0.0616612	-0.248025	0.0106935	-74.7024	166.206	-246.375	-114.584	178.785	-264.477
43	1.60439	8.34312	0.131494	0.592361	0.0304119	-114.584	178.785	-264.477	-121.058	183.631	-264.067
44	1.48331	7.01902	0.142845	-0.457956	0.0154372	-114.584	178.785	-264.477	-117.991	177.374	-270.324
45	1.79785	6.03729	0.133336	0.155328	0.0190243	-82.4356	153.199	-237.795	-87.9619	155.323	-237.572
46	1.5393	12.7236	0.110342	-0.147404	0.0517046	-87.9619	155.323	-237.572	-94.5978	165.112	-235.022
47	1.56032	25.5671	0.10464	0.22949	0.0616565	-87.9619	155.323	-237.572	-110.356	160.917	-244.437
48	1.73322	8.05251	0.0955389	-1.30296	0.0173493	-67.9468	153.335	-232.416	-73.4898	149.141	-228.63
49	1.5581	13.9366	0.127692	0.225071	0.0984021	-73.4898	149.141	-228.63	-84.3694	148.285	-222.158
50	1.53116	10.1946	0.106884	0.454942	0.0213363	-84.3694	148.285	-222.158	-88.5733	139.239	-222.515
51	2.06304	11.9045	0.0585659	-0.39659	0.0111031	-46.7847	143.11	-243.75	-47.4706	137.823	-254.248
52	1.88867	9.0862	0.0883378	0.489867	0.0206165	-47.4706	137.823	-254.248	-46.1563	129.309	-256.492
53	1.56351	12.2317	0.0796759	-0.332883	0.0126879	-46.1563	129.309	-256.492	-39.4602	119.33	-255.276
54	1.7953	13.0376	0.0757158	-0.21243	0.0357332	-47.4706	137.823	-254.248	-54.099	135.573	-264.71
55	1.56389	31.0035	0.101841	-0.0679422	0.0329642	-54.099	135.573	-264.71	-65.6805	112.119	-279.428
56	1.74946	14.4251	0.0552959	-0.0543819	0.0116497	-47.4706	137.823	-254.248	-41.5927	135.222	-266.976
57	1.60458	11.2881	0.109886	-0.671421	0.0286508	-41.5927	135.222	-266.976	-34.4123	128.791	-272.221
58	2.15198	7.4206	0.100587	0.602414	0.00854008	-40.3932	147.227	-204.569	-38.1134	141.065	-207.881
59	1.82653	4.55297	0.161717	0	0.0216314	-38.1134	141.065	-207.881	-34.6203	139.943	-210.41
60	1.52672	22.8046	0.117535	-0.0856048	0.0565562	-34.6203	139.943	-210.41	-19.4686	124.882	-207.335
61	1.74296	7.6624	0.0771581	0.105087	0.0161401	-73.4898	149.141	-228.63	-78.0192	143.129	-228.193
62	1.65895	8.35391	0.130828	0.224141	0.0445814	-78.0192	143.129	-228.193	-80.4788	136.438	-224.567
63	1.52648	5.06996	0.161306	-0.172548	0.0314814	-80.4788	136.438	-224.567	-79.3707	131.684	-225.145
64	1.58952	20.2626	0.118152	-0.30339	0.0272813	-78.0192	143.129	-228.193	-96.8953	137.417	-228.545
65	1.45993	18.9906	0.13774	-0.0230444	0.0687786	-96.8953	137.417	-228.545	-111.647	137.474	-218.641
66	1.39956	8.79058	0.11901	0.777797	0.0233658	-96.8953	137.417	-228.545	-102.711	137.945	-234.844
67	1.55007	15.6578	0.12321	-0.036141	0.0595146	-84.3694	148.285	-222.158	-99.0684	148.028	-220.651
68	1.51296	11.7122	0.10851	-0.155904	0.0325357	-99.0684	148.028	-220.651	-108.989	147.181	-215.216
69	1.44448	3.53958	0.189245	0	0.0188887	-99.0684	148.028	-220.651	-100.929	147.998	-223.585
70	1.68299	14.538	0.0922078	-0.0849377	0.0269145	-46.1563	129.309	-256.492	-46.569	117.923	-264.895
71	1.58973	14.7628	0.122379	0.255487	0.0466994	-46.569	117.923	-264.895	-44.9108	104.196	-267.68
72	1.55698	22.9519	0.104364	0.204671	0.0214606	-46.569	117.923	-264.895	-47.7137	104.862	-283.144
73	1.78023	5.64164	0.141231	-0.104277	0.032745	-54.099	135.573	-264.71	-54.6541	136.212	-270.107
74	1.56123	53.5842	0.0807161	0.140928	0.0159241	-54.6541	136.212	-270.107	-73.7461	110.221	-311.843
75	1.76273	7.42532	0.118576	-0.872234	0.0324106	-41.5927	135.222	-266.976	-41.0452	135.144	-274.147
76	1.54033	41.0213	0.0909936	0.0550713	0.0168519	-41.0452	135.144	-274.147	-39.8892	117.796	-310.55
77	1.54665	34.1093	0.081468	0.0796054	0.053051	-38.1134	141.065	-207.881	-44.7016	109.36	-207.148
78	1.51178	10.0458	0.112583	-0.00122504	0.0362673	-44.7016	109.36	-207.148	-42.9554	100.008	-205.282
79	1.52046	3.56299	0.0678817	0	0.00276487	-44.7016	109.36	-207.148	-47.8485	107.735	-207.436
80	1.62714	10.5247	0.0622795	-0.0167199	0.0103558	-34.6203	139.943	-210.41	-31.2913	136.687	-219.728
81	1.46523	42.031	0.0996458	0.114744	0.0424132	-31.2913	136.687	-219.728	-25.7387	110.127	-249.553
82	1.48892	7.47688	0.139993	-0.788614	0.0231766	-31.2913	136.687	-219.728	-29.773	137.404	-226.84
83	1.71991	9.73329	0.0439342	-0.409311	0.00468125	-44.1834	142.159	-200.054	-41.5169	136.279	-192.831
84	1.72416	4.67588	0.191079	0	0.0367454	-41.5169	136.279	-192.831	-38.1238	134.504	-190.448
85	1.43477	4.21658	0.138368	-0.54501	0.0121485	-38.1238	134.504	-190.448	-37.2631	134.261	-186.38
86	1.68459	9.11938	0.146829	0.202877	0.0527307	-54.6541	136.212	-270.107	-52.0797	138.423	-278.078
87	1.51659	25.426	0.145488	-0.381827	0.0374587	-52.0797	138.423	-278.078	-52.585	129.885	-301.045
88	1.50133	12.2532	0.108681	-0.0488959	0.0410186	-52.0797	138.423	-278.078	-50.073	149.955	-279.316
89	1.59739	18.0402	0.107174	0.131212	0.0222477	-41.0452	135.144	-274.147	-34.7083	142.741	-288.761
90	1.41939	7.63886	0.178985	0.254843	0.0370857	-34.7083	142.741	-288.761	-33.8642	142.518	-296.074
91	1.79539	16.7323	0.0544281	0.229727	0.020878	-38.1134	141.065	-207.881	-37.9813	125.527	-213.095
92	1.74687	9.49386	0.142137	-0.0965511	0.0379005	-37.9813	125.527	-213.095	-39.2693	117.524	-217.333
93	1.55864	38.9222	0.0981663	0.0585073	0.0493366	-39.2693	117.524	-217.333	-47.0655	83.1608	-228.918
94	1.50869	23.5553	0.110047	-0.160297	0.0268557	-39.2693	117.524	-217.333	-35.3571	100.595	-232.31
95	1.70134	9.37395	0.115545	0.119654	0.0319221	-37.9813	125.527	-213.095	-33.6001	117.647	-211.986
96	1.55392	17.7323	0.132951	-0.000505458	0.060441	-33.6001	117.647	-211.986	-18.7333	110.522	-214.782
97	1.64356	17.7376	0.0825168	-0.130023	0.0374924	-41.5169	136.279	-192.831	-41.4714	121.725	-183.862
98	1.51676	24.0418	0.112971	-0.0210007	0.0661668	-41.4714	121.725	-183.862	-42.872	100.057	-177.776
99	1.591	20.1105	0.125889	0.384471	0.0372808	-38.1238	134.504	-190.448	-30.8134	116.558	-191.049
100	1.45489	11.1125	0.104143	0.219345	0.0232048	-30.8134	116.558	-191.049	-32.0192	107.556	-185.094
101	1.46228	4.49702	0.206216	0.141922	0.0396931	-30.8134	116.558	-191.049	-28.6516	113.185	-192.681
102	3.41369	14.6045	0.0545897	-0.0548783	0.0189868	-32.21	161.757	-198.934	-43.4471	170.191	-196.1
103	2.76512	14.7632	0.0533539	-0.328148	0.00741636	-43.4471	170.191	-196.1	-54.3819	178.407	-201.36
104	1.91884	11.5889	0.0680546	-0.100216	0.01072	-54.3819	178.407	-201.36	-59.8848	182.333	-210.622
105	1.5631	7.69824	0.0722544	0.773295	0.00698683	-59.8848	182.333	-210.622	-60.7378	175.855	-214.589
106	1.59117	11.1503	0.0915377	-0.295904	0.0147229	-80.4788	136.438	-224.567	-86.8105	129.982	-218.324
107	1.5197	17.137	0.0983054	0.0993594	0.0798284	-86.8105	129.982	-218.324	-100.877	130.015	-210.976
108	1.45328	2.88676	0.0546165	0	0.00263373	-100.877	130.015	-210.976	-101.532	132.625	-209.952
109	1.53478	2.70643	0.182236	0	0.0134686	-100.877	130.015	-210.976	-101.79	128.119	-209.331
110	1.52202	5.24303	0.162214	0.126527	0.0285956	-86.8105	129.982	-218.324	-86.8656	127.131	-214.099
111	1.44936	12.5872	0.220914	0.0530344	0.129671	-86.8656	127.131	-214.099	-86.3891	116.191	-212.04
112	1.46486	23.0751	0.142739	0.61014	0.0450802	-86.8656	127.131	-214.099	-104.939	127.907	-201.44
113	1.58235	5.10502	0.0718792	0.155676	0.00823627	-34.7083	142.741	-288.761	-34.9276	147.8	-288.76
114	1.55531	9.20596	0.12993	0.0263542	0.0296106	-34.9276	147.8	-288.76	-37.5514	156.336	-288.317
115	0.862136	3.49542	0.268304	-0.978006	0.0477911	-34.9276	147.8	-288.76	-34.3661	148.417	-291.99
116	1.58464	8.74912	0.128951	0.298949	0.0461026	-39.2693	117.524	-217.333	-33.3116	111.655	-217.276
117	1.60171	21.8404	0.10036	0.150261	0.0275171	-33.3116	111.655	-217.276	-31.1979	90.5089	-216.844
118	1.50366	12.0884	0.202422	-0.11448	0.190564	-33.6001	117.647	-211.986	-27.0935	111.297	-207.466
119	1.60035	18.7126	0.113947	-0.00897467	0.0238534	-27.0935	111.297	-207.466	-27.8192	93.0448	-206.853
120	1.48948	6.58383	0.162247	-0.134061	0.0496621	-27.0935	111.297	-207.466	-21.3673	108.757	-207.15
121	1.52333	11.2702	0.18238	0.554885	0.0663247	-41.4714	121.725	-183.862	-34.3724	114.863	-180.09
122	1.47923	5.95938	0.14236	-2.09237	0.0352979	-34.3724	114.863	-180.09	-33.576	113.561	-174.54
123	1.44743	8.55516	0.181469	-0.285418	0.0299743	-33.576	113.561	-174.54	-26.2765	114.381	-170.662
124	1.53317	6.11749	0.21447	0.379735	0.0627533	-34.3724	114.863	-180.09	-28.9255	113.209	-179.235
125	1.44929	28.1693	0.121726	0.186356	0.0356342	-28.9255	113.209	-179.235	-27.1029	91.2151	-163.335
126	1.57471	12.7291	0.107042	-0.017553	0.0227923	-41.4714	121.725	-183.862	-43.9745	112.887	-175.464
127	1.50169	19.8284	0.11024	0.0919453	0.115255	-43.9745	112.887	-175.464	-56.7686	106.385	-164.97
128	6.66132	17.5719	0.0382006	0	0.0122699	11.6802	154.757	-168.779	24.5999	158.119	-179.874
129	4.02228	21.6696	0.0363772	0.13685	0.0170233	24.5999	158.119	-179.874	45.3157	159.731	-175.158
130	2.3853	15.2949	0.0438174	0.0678832	0.0161401	45.3157	159.731	-175.158	52.3007	147.698	-169.415
131	1.93555	6.47331	0.122646	0.169886	0.013753	52.3007	147.698	-169.415	58.2237	145.388	-168.82
132	1.57517	11.0775	0.126487	0.358261	0.0383155	58.2237	145.388	-168.82	62.4929	142.165	-178.051
133	2.78536	12.2088	0.0632586	-0.165889	0.0113222	-43.4471	170.191	-196.1	-47.1773	172.648	-184.885
134	2.36775	6.80385	0.0624075	0.10454	0.00815462	-47.1773	172.648	-184.885	-50.7395	176.891	-181.031
135	1.75834	13.1227	0.0962069	-0.210884	0.0277961	-50.7395	176.891	-181.031	-60.6215	171.331	-175.162
136	1.62278	27.5543	0.0748583	-0.0994668	0.0156362	-60.6215	171.331	-175.162	-74.8655	148.748	-170.349
137	2.07226	14.0915	0.0693381	-0.0399052	0.0120658	-47.1773	172.648	-184.885	-47.7084	166.57	-172.369
138	1.7117	11.9857	0.0929665	-0.16488	0.0301574	-47.7084	166.57	-172.369	-52.1612	157.619	-166.418
139	1.59379	10.5905	0.15614	0.687334	0.0499358	-52.1612	157.619	-166.418	-54.4964	147.813	-166.782
140	1.50796	4.61373	0.209955	-0.359833	0.0284303	-33.3116	111.655	-217.276	-31.722	111.243	-221.45
141	1.46448	33.1221	0.117258	0.0423714	0.161021	-31.722	111.243	-221.45	-26.4498	90.2143	-239.994
142	1.46474	9.85654	0.152198	1.14323	0.0355904	-33.576	113.561	-174.54	-33.8693	106.166	-168.555
143	1.44085	19.0009	0.178916	-0.407191	0.0393545	-33.8693	106.166	-168.555	-33.4476	102.936	-150.566
144	1.45054	23.9525	0.140839	0.00352295	0.0912828	-33.8693	106.166	-168.555	-34.4268	89.4498	-154.342
145	1.57047	8.55524	0.113661	0.12819	0.0216144	-28.9255	113.209	-179.235	-20.6828	114.134	-178.082
146	1.42667	3.5684	0.169146	0	0.0148699	-20.6828	114.134	-178.082	-18.0327	113.987	-175.776
147	1.53012	2.81244	0.246853	0	0.020314	-20.6828	114.134	-178.082	-18.8529	113.933	-180.133
148	1.45912	16.4589	0.152364	-0.449103	0.0498175	-43.9745	112.887	-175.464	-44.2595	103.099	-163.22
149	1.45539	3.05253	0.123323	0	0.00901858	-44.2595	103.099	-163.22	-43.6672	105.511	-161.493
150	4.94406	33.217	0.0305829	-0.0383748	0.0144096	24.5999	158.119	-179.874	39.9767	159.847	-208.733
151	2.74009	23.5214	0.0710565	0.175574	0.0557107	39.9767	159.847	-208.733	53.0737	176.733	-215.036
152	2.05968	20.2333	0.0760694	-0.44858	0.0173748	53.0737	176.733	-215.036	72.562	180.676	-215.458
153	1.79108	7.05772	0.111816	-1.18538	0.012902	72.562	180.676	-215.458	78.9305	177.971	-214.638
154	1.48711	5.01587	0.25057	0.0618487	0.0752392	78.9305	177.971	-214.638	80.9316	175.94	-210.945
155	1.78771	14.076	0.0651804	-0.400473	0.0178734	72.562	180.676	-215.458	81.8828	190.781	-213.959
156	1.73127	6.07408	0.2073	2.57118	0.0312605	81.8828	190.781	-213.959	85.258	194.114	-217.451
157	1.57376	2.24959	0.285508	0	0.0385286	85.258	194.114	-217.451	85.0934	194.634	-219.547
158	1.95876	9.98702	0.0747443	0.0204147	0.0183723	52.3007	147.698	-169.415	51.2881	139.201	-164.626
159	1.7174	6.9057	0.159344	0.739089	0.0202636	51.2881	139.201	-164.626	48.9598	135.865	-159.216
160	1.46473	37.1495	0.095635	-0.0835758	0.016099	48.9598	135.865	-159.216	51.5032	111.808	-131.802
161	1.7868	12.7424	0.0752864	-0.156893	0.0214148	51.2881	139.201	-164.626	54.5136	127.169	-163.951
162	1.78159	2.88997	0.122178	0	0.0058866	54.5136	127.169	-163.951	56.2689	125.166	-162.873
163	1.49409	14.2424	0.141761	0.206871	0.103372	56.2689	125.166	-162.873	66.922	117.879	-163.066
164	1.54179	17.3809	0.147684	0.216418	0.0805333	56.2689	125.166	-162.873	64.7915	112.37	-158.142
165	1.79132	11.4422	0.0960585	-0.591683	0.0156499	58.2237	145.388	-168.82	66.343	139.002	-164.324
166	1.53275	28.6786	0.0869742	0.185464	0.0364307	66.343	139.002	-164.324	79.0612	124.121	-144.767
167	2.08115	15.277	0.0473168	-0.430818	0.00864227	45.3157	159.731	-175.158	50.5353	161.439	-161.043
168	1.79879	11.0506	0.0806379	-0.335932	0.0126239	50.5353	161.439	-161.043	53.6988	168.133	-153.026
169	1.78124	5.71134	0.159962	0.535011	0.032961	53.6988	168.133	-153.026	52.5069	170.757	-148.307
170	1.58848	8.84441	0.129464	0.32574	0.0283254	52.5069	170.757	-148.307	50.1027	178.756	-146.258
171	1.69388	12.6646	0.0745851	-0.310476	0.0131206	53.6988	168.133	-153.026	62.8144	173.605	-146.451
172	1.49278	16.0132	0.124208	-0.27275	0.058511	62.8144	173.605	-146.451	73.4182	175.044	-135.758
173	1.49103	31.0041	0.0953402	-0.0618092	0.0408102	62.8144	173.605	-146.451	69.5886	198.442	-131.465
174	1.7742	12.4893	0.104196	-0.158805	0.0237212	50.5353	161.439	-161.043	52.7072	156.826	-149.96
175	1.70283	10.901	0.0639314	-0.198191	0.00949455	52.7072	156.826	-149.96	48.5002	152.338	-141.085
176	1.51509	6.80554	0.172788	0.203724	0.0634518	48.5002	152.338	-141.085	44.6731	147.859	-138.586
177	1.65246	15.393	0.0747396	0.039038	0.0225444	52.7072	156.826	-149.96	61.4297	152.565	-138.454
178	1.4792	36.577	0.125118	-0.0102313	0.0731939	61.4297	152.565	-138.454	67.594	136.832	-108.856
179	1.49005	17.4341	0.105585	0.39638	0.0411438	61.4297	152.565	-138.454	68.0406	141.452	-127.815
180	2.55603	11.3908	0.0804096	0.0145266	0.0239322	45.3157	159.731	-175.158	52.9257	167.738	-176.477
181	2.2979	15.038	0.0558875	1.38206	0.0164334	52.9257	167.738	-176.477	57.3858	181.616	-173.948
182	1.77364	13.393	0.0996017	0.215522	0.041553	57.3858	181.616	-173.948	67.9821	185.784	-167.973
183	1.4875	6.49628	0.111395	1.04265	0.0126237	67.9821	185.784	-167.973	70.5558	183.561	-162.534
184	1.93028	14.4786	0.0644366	-0.0354949	0.0115064	52.9257	167.738	-176.477	67.0538	166.856	-174.354
185	1.58209	23.05	0.0842308	0.528364	0.0246254	67.0538	166.856	-174.354	85.3459	164.419	-161.488
186	1.58364	27.6816	0.10841	0.0154751	0.0420503	85.3459	164.419	-161.488	110.825	171.519	-159.02
187	1.52634	28.4572	0.0919748	-0.387681	0.079381	85.3459	164.419	-161.488	106.382	150.159	-154.473
188	2.21491	6.07007	0.122898	0	0.020075	-54.3819	178.407	-201.36	-59.0494	181.826	-199.968
189	1.86449	9.53989	0.0696333	0.0433005	0.0105643	-59.0494	181.826	-199.968	-66.7567	176.384	-199.654
190	1.53662	18.3294	0.160521	-0.255463	0.150188	-66.7567	176.384	-199.654	-79.1127	172.14	-208.78
191	1.50976	12.4414	0.106506	0.160686	0.0205451	-79.1127	172.14	-208.78	-90.5894	172.897	-204.739
192	1.4805	22.3725	0.0983216	-0.21705	0.018644	-79.1127	172.14	-208.78	-98.5646	171.48	-218.956
193	1.72756	13.2149	0.0754429	0.284901	0.0156151	-66.7567	176.384	-199.654	-78.0083	170.989	-195.966
194	1.61063	14.8644	0.0868022	0.41101	0.0172925	-78.0083	170.989	-195.966	-91.2476	164.979	-197.417
195	1.55372	14.1607	0.14753	-0.124002	0.0474402	-78.0083	170.989	-195.966	-88.4355	170.283	-187.39
196	2.09697	8.19056	0.0848862	0.126075	0.0176247	-59.0494	181.826	-199.968	-63.621	188.445	-200.242
197	1.89321	6.60817	0.0865063	-0.115424	0.00740862	-63.621	188.445	-200.242	-64.2489	194.859	-199.021
198	1.58057	4.50377	0.059506	0.0918837	0.00300845	-64.2489	194.859	-199.021	-60.4117	196.955	-197.999
199	1.74109	14.2012	0.066871	-0.146268	0.0223574	-63.621	188.445	-200.242	-77.3147	190.67	-199.549
200	1.53319	26.6735	0.0860893	0.312468	0.0309809	-77.3147	190.67	-199.549	-93.2802	197.349	-180.317
201	1.90074	8.9787	0.0654535	0.952868	0.0130345	-59.8848	182.333	-210.622	-64.7978	188.617	-214.487
202	1.79226	13.8241	0.098604	0.122548	0.032438	-64.7978	188.617	-214.487	-75.8015	196.109	-215.927
203	1.51354	16.9704	0.101666	-0.231872	0.0298268	-75.8015	196.109	-215.927	-91.1417	195.212	-221.879
204	1.9759	11.111	0.0572345	0.903594	0.00959827	-50.7395	176.891	-181.031	-53.2246	185.758	-175.004
205	1.67394	14.8406	0.0678262	-0.0211882	0.00664517	-53.2246	185.758	-175.004	-59.0529	187.338	-161.555
206	1.57888	17.7657	0.109261	0.804523	0.0401765	-59.0529	187.338	-161.555	-62.5808	186.64	-144.858
207	1.59419	7.30921	0.113284	-0.545984	0.0193842	-60.6215	171.331	-175.162	-66.0476	172.154	-170.548
208	1.50911	18.2159	0.0930441	0.048925	0.0264081	-66.0476	172.154	-170.548	-77.9486	165.035	-159.473
209	1.53745	18.116	0.113055	0.223803	0.0403229	-66.0476	172.154	-170.548	-80.4459	181.313	-167.076
210	1.78567	12.0844	0.114763	0.394335	0.0292096	-47.7084	166.57	-172.369	-44.8131	164.334	-161.212
211	1.66057	23.6026	0.120878	0.521645	0.0254587	-44.8131	164.334	-161.212	-44.4722	170.028	-138.914
212	1.47853	19.4177	0.0994814	-0.855205	0.0215201	-44.4722	170.028	-138.914	-43.5802	164.407	-120.777
213	1.5474	27.9377	0.0730268	1.39713	0.0161401	-31.722	111.243	-221.45	-32.4627	84.4961	-227.772
214	1.46619	5.04561	0.106639	-0.111021	0.00810643	-32.4627	84.4961	-227.772	-32.4425	80.176	-225.245
215	1.39302	3.53801	0.194247	0	0.0207583	-32.4627	84.4961	-227.772	-32.344	83.5357	-231.101
216	1.63842	1.76173	0.148269	0	0.0105382	-44.2595	103.099	-163.22	-44.81	101.7	-162.337
217	1.48567	11.6021	0.0902268	-0.1287	0.00908908	-44.81	101.7	-162.337	-54.7455	101.99	-156.558
218	1.75053	8.47558	0.0841172	0.31614	0.0209746	78.9305	177.971	-214.638	87.2255	178.18	-214.387
219	1.51164	19.771	0.170236	0.0905799	0.112027	87.2255	178.18	-214.387	104.023	180.794	-209.181
220	1.59932	29.7605	0.0767221	-0.153335	0.0201033	81.8828	190.781	-213.959	102.977	208.095	-203.645
221	1.52728	22.5202	0.12154	-0.13301	0.0401427	102.977	208.095	-203.645	102.719	229.267	-199.122
222	1.45573	12.8251	0.116658	0.130085	0.0566261	85.258	194.114	-217.451	84.5798	203.482	-225.139
223	2.281	10.053	0.10416	-0.281193	0.0169084	53.0737	176.733	-215.036	55.6705	186.27	-215.215
224	2.0933	6.72954	0.150759	1.14264	0.0439631	55.6705	186.27	-215.215	56.452	192.533	-213.903
225	1.83306	8.49344	0.13102	0.0525326	0.0525478	56.452	192.533	-213.903	53.1373	199.877	-214.34
226	1.57564	13.3654	0.100907	0.0519002	0.0403305	53.1373	199.877	-214.34	54.6246	210.132	-206.745
227	1.5704	36.8958	0.0941546	-0.156905	0.0385712	53.1373	199.877	-214.34	49.4781	234.707	-220.303
228	3.87216	6.20029	0.0687608	0	0.00851636	39.9767	159.847	-208.733	43.344	157.011	-213.024
229	2.84045	11.2809	0.0604962	0.255931	0.017133	43.344	157.011	-213.024	47.0773	155.001	-223.272
230	1.89018	13.0658	0.0592921	0.73319	0.0259208	47.0773	155.001	-223.272	41.8704	151.042	-234.2
231	1.66418	13.4618	0.100213	-0.161242	0.0304915	41.8704	151.042	-234.2	42.22	141.741	-243.366
232	1.5963	25.6628	0.0965933	0.00575692	0.0258787	42.22	141.741	-243.366	43.7296	118.818	-253.267
233	1.54065	10.1666	0.157699	-0.0492827	0.067758	42.22	141.741	-243.366	39.4495	139.996	-252.307
234	1.71095	5.2899	0.0996437	0.842033	0.010275	41.8704	151.042	-234.2	37.6585	151.514	-237.275
235	1.51362	24.8621	0.113636	-0.336767	0.0341522	37.6585	151.514	-237.275	26.491	157.932	-257.574
236	2.44001	10.5942	0.0927748	0.224986	0.0143205	43.344	157.011	-213.024	46.9126	147.291	-214.393
237	2.01017	5.50141	0.0844784	0	0.00966664	46.9126	147.291	-214.393	44.5025	142.419	-214.01
238	1.74176	7.40648	0.0924914	0.0696728	0.0120478	44.5025	142.419	-214.01	41.8131	137.024	-218.159
239	1.4949	10.7996	0.115987	0.5875	0.0373537	41.8131	137.024	-218.159	33.2557	134.764	-223.64
240	2.04607	11.2363	0.0916314	-0.52598	0.0330984	46.9126	147.291	-214.393	54.9512	140.034	-215.399
241	1.92999	7.57314	0.0955606	-0.175072	0.0201737	54.9512	140.034	-215.399	57.9119	133.393	-216.895
242	1.60049	33.0202	0.0981422	0.104005	0.0411873	57.9119	133.393	-216.895	81.3703	112.228	-214.153
243	1.70058	7.99786	0.0850457	-0.2579	0.0091943	54.9512	140.034	-215.399	62.4847	140.75	-213.046
244	1.50769	5.52872	0.131475	0.195299	0.0176954	62.4847	140.75	-213.046	64.2019	136.399	-210.284
245	1.63373	3.56395	0.2067	0	0.0286702	62.4847	140.75	-213.046	65.5358	142.388	-213.157
246	1.71786	3.85313	0.134351	0	0.0125075	48.9598	135.865	-159.216	45.5104	134.426	-158.5
247	1.52094	11.315	0.103314	-0.31306	0.026141	45.5104	134.426	-158.5	38.6455	129.321	-151.542
248	1.48955	35.6615	0.116632	-0.281708	0.126038	45.5104	134.426	-158.5	45.3425	102.768	-157.626
249	1.76308	8.13632	0.110649	-0.199681	0.0300162	54.5136	127.169	-163.951	52.7621	119.526	-164.905
250	1.59724	7.27155	0.0933608	0.034975	0.0216339	52.7621	119.526	-164.905	55.6598	113.076	-165.718
251	1.45739	5.95319	0.134902	0.313812	0.0130822	52.7621	119.526	-164.905	48.3095	115.702	-165.203
252	1.61033	34.3075	0.0840639	-0.251707	0.0268496	66.343	139.002	-164.324	88.2488	114.567	-170.595
253	1.53624	25.1902	0.0827542	0.0764144	0.0114665	88.2488	114.567	-170.595	88.0182	90.6733	-177.615
254	1.51985	28.1752	0.133442	-0.104457	0.0724853	88.2488	114.567	-170.595	109.886	111.728	-185.221
255	1.69399	8.96143	0.0983908	0.143851	0.0222944	52.5069	170.757	-148.307	54.8304	173.32	-140.253
256	1.5115	16.0449	0.103725	0.39929	0.0189638	54.8304	173.32	-140.253	54.9431	184.927	-129.613
257	1.60596	13.3945	0.0784083	0.051519	0.0226284	48.5002	152.338	-141.085	46.7882	148.005	-128.843
258	1.48548	19.2156	0.0754279	0.003562	0.0218951	46.7882	148.005	-128.843	44.2261	131.907	-119.469
259	1.53522	17.1644	0.0942161	0.121599	0.0450035	46.7882	148.005	-128.843	42.5192	142.004	-114.162
260	1.66564	14.8477	0.0616338	0.0552987	0.00944835	67.9821	185.784	-167.973	78.3743	195.974	-165.846
261	1.48722	10.8787	0.130781	-0.178964	0.04902	78.3743	195.974	-165.846	83.0704	202.784	-159.592
262	1.61384	18.4867	0.0625069	0.114791	0.0170726	78.3743	195.974	-165.846	95.8816	200.801	-166.601
263	2.21097	3.49272	0.11681	0	0.00675458	57.3858	181.616	-173.948	57.9633	185.028	-174.195
264	1.75189	9.58549	0.116014	-0.612794	0.0305826	57.9633	185.028	-174.195	65.2198	188.859	-178.573
265	1.56359	23.5696	0.0834335	0.0601582	0.0203417	65.2198	188.859	-178.573	79.7385	206.75	-176.925
266	1.73357	6.77092	0.0779238	0.387174	0.0106666	67.0538	166.856	-174.354	73.0054	166.138	-177.345
267	1.64595	19.9388	0.0749912	-0.0751934	0.017159	73.0054	166.138	-177.345	90.7496	158.301	-180.169
268	1.56381	16.8303	0.106072	0.342083	0.0272559	90.7496	158.301	-180.169	106.815	161.459	-180.78
269	1.49246	14.5912	0.114487	-0.61671	0.0247076	90.7496	158.301	-180.169	98.9719	147.685	-184.908
270	1.64948	4.39382	0.151999	0	0.0201939	73.0054	166.138	-177.345	74.8438	166.36	-181.234
271	1.46317	21.7733	0.112259	-0.00796611	0.033045	74.8438	166.36	-181.234	75.0471	152.159	-196.807
272	1.56598	13.1463	0.0904749	0.0661816	0.0121345	-77.3147	190.67	-199.549	-89.1378	190.689	-204.926
273	1.53554	3.81036	0.126409	0	0.0104475	-89.1378	190.689	-204.926	-91.857	193.211	-204.243
274	1.53954	11.2438	0.202504	0.156141	0.110083	-89.1378	190.689	-204.926	-99.195	189.686	-205.588
