product_id,manufacturer,product_name,catalog_number,model_number,research_state,confidence,identity_match_method,udi_assessment,listing_assessment,authorization_finding,manufacturer_finding,conflict_flags,safety_search_status,safety_action_state,safety_action_scope,safety_action_references,visibility_review_eligibility,rationale,unresolved_questions,proposed_human_review_disposition,source_urls,canonical_change_applied
PRD-1A152615A0,VisionAir Solutions,Patient-Specific Airway Stent Design and Manufacturing Service,CUSTOM-SERVICE,,not_applicable_noncommercial_or_local,high,none,no_exact_result,no_result,not_found,not_searched,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. The catalog row is explicitly a service or local/noncommercial concept rather than a national commercial SKU.,,review_as_noncommercial_or_local,https://api.fda.gov/device/enforcement.json?search=product_description%3A%22CUSTOM-SERVICE%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22CUSTOM-SERVICE%22&limit=100,false
