product_id,manufacturer,product_name,catalog_number,prior_visibility_state,verification_grade,market_status,market_confidence,safety_display,safety_action_scope,safety_reference_codes,status_recommendation_gate,role_count,authored_option_count
"PRD-33120D5BE2","Karl Storz","Full Lumen Operating Bronchoscope for Stent Application","10318GL","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-3353BDD6CD","ERBE","Bipolar Connecting Cable, 2-Pin 22 mm, Angled, 4.5 m","20196-063","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-33C62E2093","Karl Storz","Suction Tube","10380D","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-34BAA70074","Olympus","Probe Driving Unit","MAJ-1720","hidden","verified_source","confirmed_current_us","high","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-354ECD3DC4","Karl Storz","Forceps for Peanuts/Soft Foreign Bodies","10367K","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-369E8F396B","Micro-Tech Endoscopy","Micro-Tech Fully covered Straight Tracheal Stent","ST02-334-14.040","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-36F32A458B","Richard Wolf","Telescope Adapter","8215.713","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-377440703A","Karl Storz","Flexible Trocar with Blunt Tip and Valve","30120NOL","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-388B36D2E2","Richard Wolf","TipControl Articulated Biopsy Forceps","823400001","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-38F9E96675","Karl Storz","Alligator Forceps","10371H","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-3A183102CF","ERBE","FiAPC Probe 3000 A","20132-223","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-3A4F408F18","Richard Wolf","Optical Universal Forceps","82530.0405","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-3A6898898E","Micro-Tech Endoscopy","Micro-Tech Partially covered Straight Tracheal Stent","ST02-332-16.040","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-3AAC1114C7","Karl Storz","Rubber Telescope Guide","10314BN","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-3B31BB90C8","Novatech","NOVATECH EWS Size L","01EWS3L","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-3C6D28844E","Micro-Tech Endoscopy","Micro-Tech Uncovered Straight Tracheal Stent","ST02-331-14.060","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-3C756110F0","Richard Wolf","TEXAS Tracheoscope Tube ID 15 mm","825211230","hidden","verified_source","current_status_conflicted","moderate","no_exact_action_found_as_of_snapshot","","","review_required","1","1"
"PRD-3CAAB4D79C","ERBE","Pressure Reducer with Sensor for APC 2/APC 3, DIN 477 No. 6","20134-004","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-3CF45A4BFF","Karl Storz","Adjustable Magnifier","10338TRA","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-3D91F04C91","Karl Storz","HOPKINS II Straight Forward Telescope","10005AA","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-3FE0E7E391","Richard Wolf","Cotton Swab","8295.50","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-400BEF3640","Karl Storz","Suction Tube with Cut-Off Hole","10383E","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-40B834E981","Richard Wolf","RIWO-ART Straight Trocar Sleeve with Thread","8923.024","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-40F9EDE43C","ERBE","Fastening Set for ERBE Adapter 20183-100/101, VIO 300 D","20183-102","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-415D12A635","ERBE","Return-Electrode Connecting Cable, International, 4 m, Single-Contact Electrode","20194-079","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-41F9791461","Richard Wolf","Optical Grasping Forceps, Straight","82530.0404","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-4236459890","Novatech","NOVATECH EWS Size M","01EWS3M","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-425DB43083","FUJIFILM SonoSite","SonoSite L12-3 Transducer","L12-3","hidden","verified_source","current_status_unverified","low","safety_status_unverified","","","review_required","1","5"
"PRD-427A070734","Karl Storz","Autoclavable Plastic Cannula, Pack of 5","30120X","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-4298F66678","Richard Wolf","Grasping Forceps for Soft Foreign Bodies","8281.37","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-448C184685","Cook Medical","Cohen Endobronchial Blocker Set","G44122","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-456C006CCE","ERBE","Irrigation Adapter for APC Applicators with Handles","20132-087","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-4724EA02A3","Micro-Tech Endoscopy","Micro-Tech Uncovered Straight Tracheal Stent","ST02-331-16.040","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-473C35E94F","Richard Wolf","Bronchoscope Sealing Cap for 5.5 mm Telescope","8020.18","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-481074A513","Karl Storz","Sponge Holder for Sterile Smears","10388A","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-486F6703A9","ERBE","Bipolar Connecting Cable, Valleylab 2-Pin 28 mm, 4 m, European Flat Plug","20196-055","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-4896D3D636","ERBE","Bipolar Connecting Cable, Valleylab 2-Pin 28 mm, 4 m, 2-Pin Forceps","20196-127","hidden","verified_source","current_status_unverified","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-48AEE784DD","Olympus","UCR High-Pressure CO2 Hose","MAJ-1084","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-48C48C68BA","Intuitive Surgical","Ion Fully Articulating Catheter","490105","hidden","verified_source","current_status_unverified","low","active_safety_notice","lot_specific","Z-0355-2024 Z-0489-2021","blocked_active_safety_action","1","0"
"PRD-4A023D6489","Karl Storz","Forceps for Peanuts/Soft Foreign Bodies","10366K","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-4A04124FF2","Olympus","BF-1TH190 Video Bronchoscope","BF-1TH190","hidden","verified_source","current_status_unverified","low","active_safety_notice","product_wide","Z-0049-2026 Z-0192-2024 Z-0327-2024 Z-2017-2023 Z-2496-2023","blocked_active_safety_action","1","3"
"PRD-4A329E27C5","Richard Wolf","Sealing Valve Bundle (20 pcs)","15114.052","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-4A98F07FC6","Karl Storz","Optical Alligator Forceps","10352H","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-4BB84F196B","Richard Wolf","PANOVIEW ULTRA Telescope","89354416","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-4BD7E911C3","Richard Wolf","Cleaning Brush","7990001","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-4C3147DF15","Olympus","TC-C4 Series Workstation Set","K10029884","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-4CC32EE889","Olympus","Spiration Valve System Air Leak Procedure Kit","SVS-C26N-9-VSK","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","3","3"
"PRD-4D06DCE96B","ERBE","Return-Electrode Connecting Cable, International, 4 m, Split-Contact Electrode","20194-080","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-4DBE64B0DA","Richard Wolf","Optical Reichle Biopsy Forceps Bagger XXL","8466.652","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-4E59B4CEB3","Richard Wolf","Cleaning Brush","8691","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-4E9412A49F","ERBE","FiAPC plus Probe 2200 SC with Filter","20132-324","hidden","verified_source","current_status_unverified","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-4F06212417","Richard Wolf","Optical Reichle Biopsy Forceps Bagger XL","8466.651","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-4F4AA966A9","Teleflex","Arrow-Clarke Thoracentesis Kit","AK-01000-T","hidden","verified_source","current_status_unverified","low","active_safety_notice","lot_specific","Z-1298-2018 Z-2382-2026","blocked_active_safety_action","1","1"
"PRD-4F64240AD0","Richard Wolf","RIWO-ART Straight Trocar Sleeve","8923.016","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-50AAFE240E","Richard Wolf","PANOVIEW Telescope","8465.32","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-50DCC12BE8","Karl Storz","Optical Spoon Biopsy Forceps","10350L","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5165F27B5F","Olympus","OER-Pro Charcoal Air Filter","MAJ-822","hidden","verified_source","current_status_conflicted","moderate","safety_identity_review_required","family_level","","review_required","2","3"
"PRD-523148A737","Richard Wolf","TEXAS Tracheoscope Tube ID 11 mm","825210830","hidden","verified_source","current_status_conflicted","moderate","no_exact_action_found_as_of_snapshot","","","review_required","1","1"
"PRD-526F08F11A","Karl Storz","Adapter for 7 Fr Suction Catheter","10479B","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-529E58AC8C","Richard Wolf","Parenchyma Forceps 50 mm, Curved Left","8242.603","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-535FE6B186","ERBE","Bipolar Connecting Cable, International, 4 m, for BiSect","20196-107","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-53805EF31F","Richard Wolf","Rigid Suction Tube, Central/Lateral Openings","8291.45","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-53FF14A0C3","Richard Wolf","HEMER Bronchoscope Tube Bundle","8214.1041","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-543E5F36B7","Richard Wolf","ERAGONbipolar Pistol Handle","823400005","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5445BFA070","ERBE","FiAPC Probe 2200 A","20132-221","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-54CEDAAE5B","Richard Wolf","TEXAS Distal Illumination Head System","825101100","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5543746F59","Olympus","Olympus OER-Pro Automated Endoscope Reprocessor","OER-Pro","hidden","verified_source","current_status_conflicted","moderate","active_safety_notice","product_wide","Z-0138-2017 Z-0873-2026 Z-1613-2026 Z-2342-2023","blocked_active_safety_action","1","0"
"PRD-55D98AAFB1","ERBE","Bipolar Connecting Cable, WOLF MF-U, 4.5 m","21196-119","hidden","verified_source","current_status_unverified","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-55E5D08ADC","ERBE","Pressure Reducer with Sensor for APC 2/APC 3, Japan","20134-005","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-561B93B2F3","Olympus","Spiration Valve in Cartridge – 7 mm (HUD air-leak configuration)","REF-HUS-V7","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-574BC79D2B","ERBE","Bipolar Adapter Cable, Standard to International 2 x 4 mm Socket, 30 cm","20183-066","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-57A313D4DB","ERBE","Bipolar Connecting Cable, VIO/ICC/ACC T-Series Standard, 5 m, European Flat Plug","20196-057","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-57C0ED84C2","Karl Storz","Adapter for 6 Fr Suction Catheter","10479C","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-581464F0CF","Teleflex","Drainer Centesis Catheter","8812","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-58CFB02C8E","Richard Wolf","Parenchyma Grasping Forceps, Straight","8243.603","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5902F1C231","Karl Storz","HUZLY Aspirator and Bronchus Irrigator","10434","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","4"
"PRD-592787DB28","Olympus","KV-6 Suction Tubing Set","K10021882","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-5941DF2464","Richard Wolf","Seal","15176173","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-598FB0AD5D","Richard Wolf","WOLF Bronchoscope Tube Bundle","8214.0721","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-59D02C1811","FUJIFILM SonoSite","SonoSite PX Ultrasound System","SonoSite PX","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","5"
"PRD-59D2DF4F88","Richard Wolf","TEXAS Tracheoscope Tube ID 15 mm","82520.1241","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5AB3F8988B","ERBE","FiAPC plus Probe 2200 C with Filter","20132-325","hidden","verified_source","current_status_unverified","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5AEEF62066","ERBE","CO2 Gas Bottle Adapter I","20402-061","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-5B0D81C458","Richard Wolf","Irrigation Adapter","163912","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5B271EC93B","Richard Wolf","PANOVIEW Telescope","8933.433","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5C35FB169D","Richard Wolf","Telescope Adapter","8215.715","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5C40D8FE80","Richard Wolf","WOLF Bronchoscope Tube Bundle","8214.0921","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5CCBBDD4CF","Karl Storz","HOPKINS II Forward-Oblique Telescope","10005BA","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5CD03F0708","Richard Wolf","Sterile Suction Valve (20 pcs)","4565901M","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5CD3FA131B","ERBE","Bipolar Connecting Cable, STORZ MF-U, 4.5 m","21196-118","hidden","verified_source","current_status_unverified","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-5D0F775ADC","Karl Storz","Universal Bronchoscope, Distal Illumination, Size 6.5","10318D","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5D118F7388","Richard Wolf","ERAGONbipolar Sheath Tube 5.5 mm x 435 mm","839300102","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5DFC2E8E8B","ERBE","ERBECRYO 2 Footswitch Extension Cable, 0.4 m","20402-202","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-5E2713887A","Richard Wolf","Optical Thoracoscopy Grasping Forceps","8913.60","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5E6845A633","Richard Wolf","TEXAS Bronchoscope Tube ID 11 mm, no distal viewing window","82520.0842","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-5FA4880E82","Richard Wolf","Mini Thoracoscope OR Endoscope Bundle","8920.4011","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-60ED7DF50E","Karl Storz","Alligator Forceps for Hard Foreign Bodies","10366H","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-615CDFB8AB","Karl Storz","Flexible Spoon Biopsy Forceps","10358A","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","4"
"PRD-61EE4D5DE6","Karl Storz","RAMEL Pleurabiopsy Needle","10990","hidden","verified_source","current_status_unverified","low","historical_safety_notice","lot_specific","Z-0078-2011","clear","1","1"
"PRD-6274807854","Karl Storz","HOPKINS Straight Forward Telescope","10328AA","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-629828B799","FUJIFILM SonoSite","SonoSite LX Ultrasound System","SonoSite LX","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","5"
"PRD-635FE10D65","Richard Wolf","Bypass Forceps, Jaw Curved Left","8243.711","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-63E9945A0A","ERBE","Adapter for FiAPC Probes to APC 2 / APC 300","20132-227","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-663E85AB45","Richard Wolf","Optical Biopsy Forceps, Curved Up","82530.0601","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-6707AC67D1","Karl Storz","Universal Bronchoscope, Distal Illumination, Size 8.5","10318B","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-67D1D03D3F","Richard Wolf","RIWO-ART Slanted Trocar Sleeve","8923.013","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-68E4686E4B","Richard Wolf","Flexible Trocar Sleeve","8906.031","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-694417C2F5","Karl Storz","Pointed Serrated Forceps","10372JL","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-695162DE9E","Richard Wolf","Motor Control Unit 2304","2304.001","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-695BD279A8","ERBE","Bipolar Connecting Cable, 2-Pin 28 mm, Angled, 4.5 m","20196-064","hidden","verified_source","current_status_unverified","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-698F9E72B0","Karl Storz","Alligator Forceps","10370H","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-6B09435B5B","Richard Wolf","Optical Retrograde Biopsy Forceps","82530.0702","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-6B67179C61","Olympus","KV-6 Suction Tubing Set","K10021893","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-6BC32547CD","ERBE","Bipolar Adapter, MF2/MFU Socket / MF Plug for VIO 3 / VIO 300 D","20183-101","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-6BF80B6E0D","Richard Wolf","PANOVIEW Telescope","8935.443","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-6C2199C862","ERBE","Flexible Cryoprobe 1.1 mm with 757 mm Oversheath","20402-402","hidden","verified_source","confirmed_current_us","high","safety_identity_review_required","family_level","","review_required","1","2"
"PRD-6C99AA9B16","Richard Wolf","Tumor Forceps, Severing","8280.45","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-6CB8BD3445","Richard Wolf","Parenchyma Forceps, Curved Left","8242.601","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-6CCE68D268","Karl Storz","Alligator Forceps","10371HL","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-6CF2953F5E","Cook Medical","Arndt Endobronchial Blocker Set","G44109","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-6D2D08656C","Richard Wolf","Vessel Clamp, Curved Right","8242.652","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-6D6EEB24B8","Olympus","WM-NP3 Urology Workstation Configuration","K10035371","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-6DF43B832B","ERBE","Fastening Set for ERBE Adapter 20183-101, VIO 3","20183-103","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-6E580584DD","Richard Wolf","PANOVIEW ULTRA Telescope","8935462","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-6EA4535CE1","Olympus","TC-C4 Series Workstation Set","K10029889","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-6F32150552","Cook Medical","Catheter Aspiration Set for Simple Pneumothorax","G05296","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-6F4B58CFF2","ERBE","Bipolar Connecting Cable, 8/4 mm Forceps, Angled, 4.5 m","20196-062","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-6F9DAB8E9D","Teleflex","Drainer Centesis Catheter","8810","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-704E468EF5","ERBE","Bipolar Adapter, Valleylab 28 mm to Standard","20183-055","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-7058C81A50","Richard Wolf","Jet Ventilation Respiration Adapter Bundle","8238.502","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-707B8A1974","Olympus","Single-Use Guiding Device","CC-220DR","hidden","verified_source","confirmed_current_us","high","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-70A8B88A8D","Micro-Tech Endoscopy","Micro-Tech Fully covered Straight Tracheal Stent","ST02-334-14.060","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-716AA24BEF","Richard Wolf","Biopsy Forceps, Smooth","8280.43","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-71D13E3955","Karl Storz","Full Lumen Operating Bronchoscope","10318FL","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-71FB94BD46","ERBE","Return-Electrode Connecting Cable, International, 4 m, Silicone","20194-075","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-7397B6CA00","Intuitive Surgical","Ion Flexision Biopsy Needle 19G","490104","hidden","verified_source","current_status_unverified","low","active_safety_notice","product_wide","Z-0106-2022 Z-0355-2024 Z-2401-2024","blocked_active_safety_action","1","0"
"PRD-750BCA0F02","Karl Storz","FREITAG Stent Forceps","10510N","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-7518A5B1E1","Cook Medical","Pneumothorax Set and Tray","G03301","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-75434A8582","Richard Wolf","Grasping Forceps, Serrated","8280.41","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-7563085A90","Richard Wolf","Optical Retrograde Biopsy Forceps","8465.64","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-757AD9EA38","Olympus","OER-Pro Printer Paper Roll","MAJ-1497","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","2","3"
"PRD-758E53CAAF","Karl Storz","FLUVOG Adapter","10315P","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-759CE9B00A","Richard Wolf","Thoracoscopy Scissors, Straight","8243.403","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-75E555BC77","Olympus","UCR Gas Cylinder Hose","MAJ-1080","hidden","verified_source","confirmed_current_us","high","safety_identity_review_required","family_level","","review_required","1","1"
"PRD-762DCA1D6D","Karl Storz","Optical Suction Tube","26072SU","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-768CEEE32B","Karl Storz","Long Respirator Adapter","10924DL","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-76C2832C18","Richard Wolf","Luer Sealing Cap","15023205","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-77DCFC650E","ERBE","Bipolar Connecting Cable, Standard, 4 m, for da Vinci Instruments","20196-130","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-78096620FF","ERBE","Argon Gas Cylinder, 5 L, Empty, DIN 477 No. 6","20132-171","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
