product_id,manufacturer,product_name,catalog_number,prior_visibility_state,verification_grade,market_status,market_confidence,safety_display,safety_action_scope,safety_reference_codes,status_recommendation_gate,role_count,authored_option_count
"PRD-79B8CF6846","ERBE","Bipolar Connecting Cable, 2-Pin 28 mm, Fixation Forceps, 4.5 m","20196-067","hidden","verified_source","current_status_unverified","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-79E356AFDC","Karl Storz","Universal Forceps","10370U","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-7A4AE2E955","Micro-Tech Endoscopy","Micro-Tech Fully covered Straight Tracheal Stent","ST02-334-16.060","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-7A53694B65","ERBE","Irrigation Adapter for Flexible APC Probes, Luer Lock","20132-203","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-7A57FE10A2","Karl Storz","Round Spoon Biopsy Forceps","10371LL","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-7B69AB81B4","Richard Wolf","HEMER Bronchoscope Tube Bundle","8214.0841","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-7BC31438E7","Karl Storz","Alligator Forceps for Hard Foreign Bodies","10367H","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-7BE12DDECD","Teleflex","Arrow Pneumothorax Kit","ASK-01500-JCM","hidden","verified_source","current_status_unverified","low","active_safety_notice","lot_specific","Z-2382-2026","blocked_active_safety_action","1","1"
"PRD-7CDBD7C74A","Richard Wolf","Endobronchial Resector, Aggressive","825630546","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-7DC3645CFA","ERBE","Flexible Cryoprobe 1.7 mm","20402-410","hidden","verified_source","confirmed_current_us","high","active_safety_notice","lot_specific","Z-1567-2026","blocked_active_safety_action","1","2"
"PRD-7E17F5F17E","Teleflex","Arrow Pneumothorax Kit","AK-01500","hidden","verified_source","current_status_unverified","low","active_safety_notice","lot_specific","Z-2382-2026","blocked_active_safety_action","1","1"
"PRD-7E7BC96506","Richard Wolf","Trocar Sleeve with Rubber Cap","8906.051","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-7E9D9CEC94","Richard Wolf","ERAGONbipolar Forceps Bundle","82340014","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-7EAB3D4582","Richard Wolf","Optical Universal Forceps","82530.0605","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-7F94CAD8E8","Richard Wolf","Optical Retrograde Biopsy Forceps","8464.64","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-8106E78F85","Olympus","TC-C4 Series Workstation Set","K10029894","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-81DDCD50B9","Karl Storz","Spring-Handle Sponge Holder 35 cm","10387B","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-825B745D18","Karl Storz","Coagulation Suction Tube","10390BN","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-8287E5FFEF","Richard Wolf","Trocar Sleeve with Membrane Valve","8919.351","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-8337850C95","Richard Wolf","Optical Grasping Forceps, Straight","82530.0704","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-83ADF2581C","ERBE","Pressure Reducer with Sensor for APC 2/APC 3, CGA 580","20134-002","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-83DE1D08C4","Richard Wolf","Bronchoscope Sealing Cap for 4/3.4/2.7 mm Telescope","8021.18","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-843BE1E573","Karl Storz","Oval Fenestrated Biopsy Forceps","10371P","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-848FD7C902","Cook Medical","Cook Emergency Pneumothorax Set","G13722","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-84F7ABC615","Micro-Tech Endoscopy","Micro-Tech Fully Covered J-Shaped Tracheal Stent","ST02-974-16.050","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-8509EF4D1E","Richard Wolf","RIWO-ART Straight Trocar Sleeve with Thread","8923.026","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-85248E91BA","Cook Medical","Arndt Endobronchial Blocker Set","G44120","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-87E491F131","Micro-Tech Endoscopy","Micro-Tech Partially covered Y-Shaped Tracheal Stent","ST02-962-18.050","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-87F3E56C0D","Karl Storz","Suction Tube with Cut-Off Hole","10383C","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-88D778F3A4","ERBE","Bipolar Connecting Cable, Aesculap, Angled, 4.5 m","20196-065","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-88DA368B9C","Olympus","BF-XP190 Ultrathin Video Bronchoscope","BF-XP190","hidden","verified_source","current_status_unverified","low","active_safety_notice","product_wide","Z-0327-2024 Z-0687-2024 Z-2500-2023","blocked_active_safety_action","1","1"
"PRD-8905E9BA40","ERBE","Return-Electrode Connecting Cable, International, 5 m, Single-Contact Electrode","20194-086","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-891A7CBCBC","Richard Wolf","Optical Grasping Forceps, Straight","82530.0604","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-8A19FB9627","Karl Storz","HUZLY Suction Tube 4 mm x 50 cm","10434A","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-8A4A27BDD7","Intuitive Surgical","Ion Flexision Biopsy Needle 21G","490103","hidden","verified_source","current_status_unverified","low","active_safety_notice","product_wide","Z-0355-2024 Z-2400-2024","blocked_active_safety_action","1","0"
"PRD-8A6658D379","Micro-Tech Endoscopy","Micro-Tech Fully covered Straight Tracheal Stent","ST02-334-16.040","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-8ACE654E89","FUJIFILM SonoSite","SonoSite P11-3 Transducer","P11-3","hidden","verified_source","current_status_unverified","low","safety_status_unverified","","","review_required","1","5"
"PRD-8C5BA93DCA","ERBE","APCapplicator, Rigid, 35 mm, Needle Electrode","20132-251","hidden","verified_source","current_status_conflicted","moderate","no_exact_action_found_as_of_snapshot","","","review_required","1","1"
"PRD-8C6A6B2ACE","Novatech","STERITALC F4 Talc Vial 4 g","16913","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-8C6C29BE46","Cook Medical","Wayne Pneumothorax Catheter Set and Tray – Seldinger","G56535","hidden","verified_source","current_status_unverified","low","active_safety_notice","lot_specific","Z-1791-2026","blocked_active_safety_action","1","1"
"PRD-8D0C9F35DB","Karl Storz","Full Lumen Operating Tracheoscope","10318G","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-901A1A1C5C","Richard Wolf","Parenchyma Grasping Forceps, Curved","8243.604","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-90A0B83AA5","Karl Storz","Forceps for Peanuts/Soft Foreign Bodies","10370K","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-913352C891","ERBE","Wire Basket for ERBECRYO 2 Cart","20180-010","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-9143E639BA","Teleflex","Arrow Percutaneous Cavity Drainage Kit – Straight","AK-01601","hidden","verified_source","current_status_unverified","low","active_safety_notice","lot_specific","Z-2382-2026","blocked_active_safety_action","2","6"
"PRD-9188CC0F47","Karl Storz","Suction Catheter 7 Fr with Adapter","10468B","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-91BFC52CEC","Richard Wolf","HEMER Tracheoscope Tube Bundle","8214.1281","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-921CB1B912","Karl Storz","Sponge Holder 35 cm","10385B","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-924AFC41F8","Richard Wolf","TEXAS Bronchoscope Tube ID 9.2 mm","82520.0641","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-9349B7D1F6","ERBE","Irrigation Adapter for APC Applicators","20132-095","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-934DA56D92","Karl Storz","Puncture Needle for Histology","10435A","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-93A3E7F825","ERBE","Bipolar Connecting Cable, 2-Pin 28 mm, Aesculap, 4.5 m","20196-066","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-9428EBB5CF","Cook Medical","Thal-Quick Chest Tube Adapter","G07467","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-95ADE8F814","ERBE","Monopolar Connecting Cable, Standard, 4 m, 4 mm Socket for Needle/STORZ","20192-101","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-96993E6593","Richard Wolf","Endobronchial Resector, Curved Smooth","825610446","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-97B68B1ECE","Richard Wolf","Illumination Insert","8217.12","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-985ACD0324","Richard Wolf","Clamping Attachment","8290020","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-993274DBA5","Richard Wolf","Sealing Cap with Monitoring Window","8205.12","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-993A6272DD","Verathon","GlideScope Core 10","GlideScope Core 10","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","10"
"PRD-99494D8DD0","ERBE","FiAPC Probe 3000 A","20132-226","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-99BC8714FF","Karl Storz","Bronchial Atomizer, 50 cm","10452A","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-99F825C44F","Karl Storz","Universal Bronchoscope Tube, Proximal Illumination, Size 7.5","10318CP","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-9A5C5FEF7D","Karl Storz","Alligator Forceps","10372HL","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-9AE343BC8D","ERBE","CO2 Gas Bottle Adapter E","20410-003","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-9B0EE44246","Richard Wolf","Two-Pedal Footswitch","2304.901","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-9BD2C36817","Karl Storz","Suction Tube","10380CB","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-9C1CF84490","Richard Wolf","Universal Bronchoscope Cap","8020.15","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-9C5FCF73E5","Richard Wolf","Vessel Clamp, Curved Left","8242.651","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-9CAAE08C97","ERBE","Bipolar Connecting Cable, Olympus MF-U, 4.5 m","21196-115","hidden","verified_source","current_status_unverified","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-9CCC6DB32E","Richard Wolf","Flexible Trocar Sleeve","8906.001","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-9DA3B7C48B","ERBE","Pressure Reducer without Sensor for APC 300, ISO 5145 No. 4","20132-078","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-9DCC5EC86C","ERBE","Bipolar Connecting Cable, International 2-Pin 22 mm, 4 m","20196-053","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-9E24CD4C73","FUJIFILM SonoSite","SonoSite L19-5 Transducer","L19-5","hidden","verified_source","current_status_unverified","low","safety_status_unverified","","","review_required","1","5"
"PRD-9E7BDDB1CC","Karl Storz","Adapter for 5 Fr Suction Catheter","10479F","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-A0214EBAC0","Richard Wolf","HEMER Tracheoscope Tube Bundle","8214.1241","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-A12A620A18","Richard Wolf","Stainless Steel Trocar Sleeve","8906.081","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-A1B7FC0BD4","Richard Wolf","PANOVIEW Telescope","8935.442","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-A1BB9D424D","ERBE","Monopolar Connecting Cable, 3-Pin to 4 mm Pin, 4.5 m","20192-134","hidden","verified_source","current_status_unverified","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-A24DAA76C6","ERBE","Bipolar Connecting Cable, Standard, 4 m, for Fixation Forceps","20196-048","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-A2C49C9352","ERBE","Flexible Cryoprobe 1.1 mm with 817 mm Oversheath","20402-401","hidden","verified_source","confirmed_current_us","high","active_safety_notice","lot_specific","Z-1566-2026","blocked_active_safety_action","1","2"
"PRD-A2F4A953C4","Richard Wolf","Flexible Biopsy Forceps","829.601","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","4"
"PRD-A2FCA81CFA","Karl Storz","Foreign Body Basket, 50 cm","10386A","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-A344758F57","Teleflex","Arrow Pneumothorax Set","AI-01500-E","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-A3EBA86219","Richard Wolf","Telescope Adapter","8215.716","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-A48A455A5E","ERBE","FiAPC Probe 1500 A","20132-220","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-A504350406","Karl Storz","Glass Window Plug","10315M","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-A5971F1DE3","Micro-Tech Endoscopy","Micro-Tech Partially covered Straight Tracheal Stent","ST02-332-14.040","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-A5EE9A7377","FUJIFILM SonoSite","SonoSite UHF46-20 Transducer","UHF46-20","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","5"
"PRD-A64069C0A0","Micro-Tech Endoscopy","Micro-Tech Uncovered Straight Tracheal Stent","ST02-331-16.050","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-A72E811F09","Teleflex","Arrow-Clarke Thoracentesis Kit","AK-01000","hidden","verified_source","current_status_unverified","low","active_safety_notice","lot_specific","Z-1298-2018 Z-2382-2026","blocked_active_safety_action","1","1"
"PRD-A83D0CAAC1","ERBE","APCapplicator, Malleable, 250 mm, 1 Button","20132-256","hidden","verified_source","current_status_conflicted","moderate","no_exact_action_found_as_of_snapshot","","","review_required","1","1"
"PRD-A88AEE6442","Karl Storz","Application Cannula for Thoracic Drainage","10995","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","4"
"PRD-A8A5497344","Richard Wolf","Parenchyma Forceps, Curved Right","8242.602","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-A8B69D1E0B","Richard Wolf","RIWO-ART Slanted Trocar Sleeve with Thread","8923.023","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-A9183C4F8F","Karl Storz","Optical Forceps for Peanuts/Soft Foreign Bodies","10350KF","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-A93BE6938D","ERBE","CO2 Gas Bottle Adapter H, Pin Index","20410-011","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-AACBA3F0AD","Olympus","UCR CO2 Regulation Unit","UCR","hidden","verified_source","current_status_unverified","low","safety_status_unverified","","","review_required","1","1"
"PRD-AB6D9F097B","FUJIFILM SonoSite","SonoSite C10-3 Transducer","C10-3","hidden","verified_source","current_status_unverified","low","safety_status_unverified","","","review_required","1","5"
"PRD-ABB6EC1153","Karl Storz","Malleable Round Spoon Biopsy Forceps","10370M","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-AC1E0D8CCC","Karl Storz","Pointed Serrated Forceps for Coins/Flat Bodies","10371J","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-AC9CC6E8A4","Richard Wolf","TEXAS Proximal Illumination Head System","825101200","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-AD1CD2C1B2","Richard Wolf","Trocar Sleeve with Stopcock","8919.333","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-AD5DB57EBC","Richard Wolf","PANOVIEW Telescope","8933.432","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-AE3B2BA40B","Richard Wolf","Foreign Body Grasping Forceps, Serrated","8281.311","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-AEB8017EDB","Richard Wolf","Jet Ventilation Respiration Adapter","8238.5021","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-AF1D02BED5","Novatech","STERITALC PF3 Supplement Vial 3 g","16983","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-AF3652245F","Richard Wolf","Spoon Forceps, Smooth","8280.44","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-AF93E56FE5","Karl Storz","FLUVOG Adapter","10314P","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B05D337994","Karl Storz","Glass Window Plug","10314BM","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B077E82907","Richard Wolf","TEXAS Bronchoscope Tube ID 11 mm","82520.0841","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B20E716435","Micro-Tech Endoscopy","Micro-Tech Partially covered Straight Tracheal Stent","ST02-332-14.060","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-B21BCEFB54","ERBE","Argon Gas Cylinder, 5 L, 200 bar, Filled","20132-004","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-B258E8E859","Verathon","BFlex 2 Large 5.8 Single-Use Bronchoscope","BFlex 2 Large 5.8","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","2","7"
"PRD-B2AC1ECC92","Karl Storz","Suction Tube with Rubber Tip, Curved","10382A","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B4CA5FDE98","Karl Storz","Pointed Serrated Forceps for Coins/Flat Bodies","10370J","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B4E0EB9EFB","Richard Wolf","PANOVIEW Telescope","8934.431","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B4FCC0198A","Richard Wolf","HEMER Bronchoscope Tube Bundle","8214.0741","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B540AFF326","Karl Storz","Optical Stent Repositioning/Removal Forceps","10350ST","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B5FC89830C","Olympus","OEV-262H 26-inch Medical Monitor","OEV-262H","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","0"
"PRD-B68845E997","ERBE","ERBECRYO 2 Cart","20402-300","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-B6A919EF32","Richard Wolf","PANOVIEW Thoracoscopy Telescope","8650.414","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B6BECFE095","Karl Storz","Suction Tube with Cut-Off Hole","10383D","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B71889B81F","Teleflex","Drainer Centesis Catheter","8811","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B728AA11AB","Karl Storz","Suction Tube with Rubber Tip, Curved","10382B","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B79F76C6D6","ERBE","Central Gas Supply Connecting Tube for APC, 1 m","20132-085","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-B865D0FAF0","Micro-Tech Endoscopy","Micro-Tech Uncovered Straight Tracheal Stent","ST02-331-14.050","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B8C591E5D9","Olympus","OER-Pro Air Filter","MAJ-823","hidden","verified_source","current_status_conflicted","moderate","safety_identity_review_required","family_level","","review_required","2","3"
"PRD-B94F3A417B","Richard Wolf","Surgical Probe","8384.66","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B99F53FBC5","Karl Storz","Full Lumen Operating Bronchoscope for Stent Application","10318ER","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-B9B63919B0","Richard Wolf","Pressure Equalization Valve","163.904","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-BA7CBE6482","Richard Wolf","Trocar Sleeve with Membrane Valve","8905.331","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-BA86F45760","Richard Wolf","PANOVIEW Telescope","8935.441","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-BB11C206A4","Karl Storz","TONN Stent Applicator 14-18 mm, max 10 cm","10520","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-BB5D8FBEA3","Karl Storz","Alligator Forceps","10372H","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-BB9A5CC0AE","Karl Storz","HOPKINS Lateral Telescope","10320DA","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-BBCDFBC541","ERBE","Monopolar Connecting Cable, Standard, 4 m, for Suction Coagulation Electrode","20192-097","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-BBEB73374B","Micro-Tech Endoscopy","Micro-Tech Fully covered Y-Shaped Tracheal Stent","ST02-964-18.060","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-BC16136731","Karl Storz","GRONINGEN Optical Dilation Tracheoscope","10337R","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-BCD783DD13","ERBE","Bipolar Connecting Cable, VIO/ICC/ACC T-Series Standard, 4 m, European Flat Plug","20196-045","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-BDA5B2EF14","Cook Medical","Thal-Quick Chest Tube Set and Tray","G06786","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","4"
"PRD-BF31F89558","Micro-Tech Endoscopy","Micro-Tech Fully covered Y-Shaped Tracheal Stent","ST02-964-18.050","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","2"
"PRD-BF8CA98FF8","FUJIFILM SonoSite","SonoSite C5-1 Transducer","C5-1","hidden","verified_source","current_status_unverified","low","safety_status_unverified","","","review_required","1","5"
"PRD-BFAC46626D","Richard Wolf","Luer Connector","15401.071","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-C00C2E4E80","Karl Storz","Suction Tube","10380H","hidden","verified_source","likely_current_us","moderate","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-C01DCF9726","Richard Wolf","Biopsy Forceps","8281.33","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-C0C6302286","Karl Storz","Suction Catheter 6 Fr with Adapter","10468C","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-C1F90B7445","Richard Wolf","Trocar Sleeve with Membrane Valve","8919.331","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
"PRD-C32CFEC594","Richard Wolf","PANOVIEW Telescope","8464.30","hidden","verified_source","current_status_unverified","low","no_exact_action_found_as_of_snapshot","","","clear","1","1"
