product_id,role_code,role_fit,notes
PRD-E4B27EE86A,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter
PRD-87F3E56C0D,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter
PRD-F4B4C5FC4D,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter
PRD-B6BECFE095,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter
PRD-CC88761929,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter
PRD-400BEF3640,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter
PRD-F12AF814EE,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter
PRD-11ADF871FE,RIGID_BRONCHOSCOPE_ACCESSORY,Exact,Rigid bronchoscopy accessory
PRD-1E5D7D510F,RIGID_BRONCHOSCOPE_ACCESSORY,Exact,Rigid bronchoscopy accessory
PRD-108394A19E,RIGID_BRONCHOSCOPE_ACCESSORY,Exact,Rigid bronchoscopy accessory
PRD-921CB1B912,RIGID_BRONCHOSCOPE_ACCESSORY,Exact,Rigid bronchoscopy accessory
PRD-A2FCA81CFA,FOREIGN_BODY_BASKET,Exact,Rigid bronchoscopy accessory
PRD-212BC58910,FOREIGN_BODY_BASKET,Exact,Rigid bronchoscopy accessory
PRD-DF791E6D1F,RIGID_BRONCHOSCOPE_ACCESSORY,Exact,Rigid bronchoscopy accessory
PRD-81DDCD50B9,RIGID_BRONCHOSCOPE_ACCESSORY,Exact,Rigid bronchoscopy accessory
PRD-481074A513,RIGID_BRONCHOSCOPE_ACCESSORY,Exact,Rigid bronchoscopy accessory
PRD-042A57F191,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter
PRD-825B745D18,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter
PRD-129E6C270A,SPECIMEN_TRAP,Exact,Bronchoscopy aspiration/irrigation accessory
PRD-019030A1C7,SPECIMEN_TRAP,Exact,Bronchoscopy aspiration/irrigation accessory
PRD-0A2ABE77F9,SPECIMEN_TRAP,Exact,Bronchoscopy aspiration/irrigation accessory
PRD-5902F1C231,BAL_KIT,Exact,Bronchoscopy aspiration/irrigation accessory
PRD-8A19FB9627,RIGID_SUCTION_CATHETER,Exact,Bronchoscopy aspiration/irrigation accessory
PRD-06811F5515,RIGID_SUCTION_CATHETER,Exact,Bronchoscopy aspiration/irrigation accessory
PRD-934DA56D92,TBNA_NEEDLE,Exact,Rigid bronchoscopy biopsy needle
PRD-DF989CBDCB,TBNA_NEEDLE,Exact,Bronchoscopy aspiration/irrigation accessory
PRD-2F1A67DE53,TBNA_NEEDLE,Exact,Bronchoscopy aspiration/irrigation accessory
PRD-99BC8714FF,RIGID_BRONCHOSCOPE_ACCESSORY,Exact,Rigid bronchoscopy accessory
PRD-17DB23EBC0,RIGID_BRONCHOSCOPE_ACCESSORY,Exact,Rigid bronchoscopy accessory
PRD-050EDDE140,RIGID_BRONCHOSCOPE_ACCESSORY,Exact,Rigid bronchoscopy accessory
PRD-C737E93B1B,RIGID_BRONCHOSCOPE_ACCESSORY,Exact,Rigid bronchoscopy accessory
PRD-9188CC0F47,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter
PRD-C0C6302286,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter
PRD-28C10C5EE9,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter
PRD-D7A7620198,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter accessory
PRD-526F08F11A,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter accessory
PRD-57C0ED84C2,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter accessory
PRD-9E7BDDB1CC,RIGID_SUCTION_CATHETER,Exact,Rigid suction catheter accessory
PRD-750BCA0F02,RIGID_FORCEPS,Exact,Bifurcated airway stent forceps
PRD-BB11C206A4,STENT_APPLICATOR,Exact,Silicone stent applicator
PRD-2158C0F6D1,STENT_APPLICATOR,Exact,Silicone stent applicator
PRD-F00EF2568E,STENT_APPLICATOR,Exact,Silicone stent applicator
PRD-DADAA6184C,STENT_APPLICATOR,Exact,Silicone stent applicator
PRD-F14EF79E1A,RIGID_BRONCHOSCOPE_ACCESSORY,Exact,Rigid bronchoscope accessory
PRD-768CEEE32B,RIGID_BRONCHOSCOPE_ACCESSORY,Exact,Rigid bronchoscope accessory
PRD-61EE4D5DE6,PLEURAL_BIOPSY_FORCEPS,Exact,Pleural biopsy needle
PRD-A88AEE6442,CHEST_TUBE_SMALL_BORE,Exact,Thoracic drainage cannula
PRD-16C811C696,PLEURAL_BIOPSY_FORCEPS,Exact,Pleural biopsy forceps
PRD-F1712066B6,THORACOSCOPY_TELESCOPE,Exact,Thoracoscopy telescope
PRD-762DCA1D6D,RIGID_SUCTION_CATHETER,Exact,Thoracoscopy suction instrument
PRD-D14312CC6A,TALC_POUDRAGE_KIT,Exact,Talc poudrage applicator
PRD-FE67FEA4F0,PLEUROSCOPY_TROCAR,Exact,Thoracoscopy access needle
PRD-EAED780757,PLEUROSCOPY_TROCAR,Exact,Thoracoscopy trocar
PRD-CCDCC41B7E,PLEUROSCOPY_TROCAR,Exact,Thoracoscopy trocar
PRD-377440703A,PLEUROSCOPY_TROCAR,Exact,Thoracoscopy trocar
PRD-427A070734,PLEUROSCOPY_TROCAR,Exact,Thoracoscopy trocar
PRD-1F69D6AD05,PLEUROSCOPY_TROCAR,Exact,Thoracoscopy trocar
PRD-247C9B978C,PLEUROSCOPY_TROCAR,Exact,Thoracoscopy trocar
PRD-0EA65ED2D3,PLEUROSCOPY_TROCAR,Exact,Thoracoscopy trocar
PRD-2663A0A0F5,TRACH_TUBE_EVAC,Primary,
PRD-6826FE4C0E,TRACH_TUBE_CUFFED,Primary,
PRD-04E1CAF545,TRACH_TUBE_CUFFLESS,Primary,
PRD-F80927CE1B,DLT_LEFT,Primary,
PRD-AAD09EDB4C,DLT_LEFT,Primary,
PRD-A47AD72FD5,DLT_LEFT,Primary,
PRD-52C5BEC3A1,DLT_LEFT,Primary,
PRD-69C70153C3,DLT_RIGHT,Primary,
PRD-78D84A6D45,DLT_RIGHT,Primary,
PRD-BCC4474447,DLT_RIGHT,Primary,
PRD-E96FD33203,DLT_RIGHT,Primary,
PRD-16A5369871,TRACH_TUBE_EVAC,Primary,
PRD-E088452873,TRACH_TUBE_CUFFED,Primary,
PRD-90F9A0A0BC,TRACH_TUBE_CUFFLESS,Primary,
PRD-709ED0842B,TRACH_TUBE_EVAC,Primary,
PRD-849E1FCCA5,TRACH_TUBE_CUFFED,Primary,
PRD-788469337A,TRACH_TUBE_CUFFLESS,Primary,
PRD-8EE9A09E05,TRACH_TUBE_EVAC,Primary,
PRD-A034F04BF1,TRACH_TUBE_CUFFED,Primary,
PRD-509226DE95,TRACH_TUBE_CUFFLESS,Primary,
PRD-02DC164D77,TRACH_TUBE_EVAC,Primary,
PRD-804529441A,TRACH_TUBE_CUFFED,Primary,
PRD-91C738FE6C,TRACH_TUBE_CUFFLESS,Primary,
PRD-82C2B15804,IPC_DRESSING_KIT,Exact,Aspira dressing supply
PRD-77C1FEFC4F,IPC_DRAINAGE_KIT,Exact,Aspira drainage supply
PRD-10959CEA29,IPC_MANAGEMENT_ACCESSORY,Exact,Aspira management accessory
PRD-10959CEA29,PLEURAL_DRAINAGE_ACCESSORY,Compatible,Pleural drainage accessory
PRD-5C99BF6AB0,IPC_MANAGEMENT_ACCESSORY,Exact,Aspira management accessory
PRD-5C99BF6AB0,PLEURAL_DRAINAGE_ACCESSORY,Compatible,Pleural drainage accessory
PRD-0E088FC681,IPC_MANAGEMENT_ACCESSORY,Exact,Aspira management accessory
PRD-0E088FC681,PLEURAL_DRAINAGE_ACCESSORY,Compatible,Pleural drainage accessory
PRD-460DB62059,IPC_INSERTION_KIT,Exact,Aspira IPC insertion system
PRD-FEAA795BDD,IPC_INSERTION_KIT,Primary,
PRD-F54D35983D,IPC_INSERTION_KIT,Exact,Aspira IPC insertion system
PRD-6A7E037C55,IPC_INSERTION_KIT,Exact,Aspira IPC insertion system
PRD-6D1BDDE146,IPC_INSERTION_KIT,Primary,
PRD-3A7C0C418C,IPC_INSERTION_KIT,Exact,Aspira IPC insertion system
PRD-02BE5F7D32,PULMONARY_GUIDEWIRE,Exact,Pulmonary guidewire
PRD-C2115BE6BB,PULMONARY_GUIDEWIRE,Exact,Pulmonary guidewire
PRD-BA677F5907,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-6488B1F637,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-23E592FF23,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-58DB5E4909,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-2A67871443,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-8E2214C53F,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-C65DDE0FEC,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-EC1BF76FBC,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-2E03B33575,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-29E6B2C2D0,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-BD9FC1E209,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-C37147C7D7,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-0EF1C15F6B,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-FA59BE320F,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-BDE6A1058E,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-438D71C59C,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-7389E0BD35,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-BAC7605565,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-BFE5B739F0,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-8B87F7D42B,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-2EE09F18D7,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-65629D3931,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-3C2043D9ED,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-6407CF16C1,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-04F9EBA54C,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-71B93D1EA0,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-534A17E0C9,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-F32CE903FF,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-41BE0FC18C,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-9C399CB432,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-941D1C2633,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-F227995333,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-DA836B059E,AIRWAY_STENT_SEMS_COVERED,Exact,Direct-visualization covered airway SEMS
PRD-513E7E5BCD,AIRWAY_STENT_SIZING_DEVICE,Exact,Airway stent sizing device
PRD-86009D6403,AIRWAY_STENT_SEMS_COVERED,Exact,Fully covered small-airway SEMS
PRD-D09AAAFB72,AIRWAY_STENT_SEMS_COVERED,Exact,Fully covered small-airway SEMS
PRD-6556097624,AIRWAY_STENT_SEMS_COVERED,Exact,Fully covered small-airway SEMS
PRD-99532BAC7D,AIRWAY_STENT_SEMS_COVERED,Exact,Fully covered small-airway SEMS
PRD-A8D6EE3E6F,AIRWAY_STENT_SEMS_COVERED,Exact,Fully covered small-airway SEMS
PRD-ECDF9A7AFB,AIRWAY_STENT_SEMS_COVERED,Exact,Fully covered small-airway SEMS
PRD-88100A4D7B,AIRWAY_STENT_SEMS_COVERED,Exact,Fully covered small-airway SEMS
PRD-DB10C3EACC,AIRWAY_STENT_SEMS_COVERED,Exact,Fully covered small-airway SEMS
PRD-57D0D10F0F,AIRWAY_STENT_SEMS_COVERED,Exact,Fully covered small-airway SEMS
PRD-ED3B1867AC,AIRWAY_STENT_SEMS_COVERED,Exact,Fully covered small-airway SEMS
PRD-55F29BC1F9,AIRWAY_STENT_SEMS_COVERED,Exact,Fully covered small-airway SEMS
PRD-184B3719A2,THORACENTESIS_KIT,Primary,
PRD-CC55BDA6C8,IPC_DRAINAGE_KIT,Exact,Aspira drainage supply
PRD-A5F6B25BCB,IPC_DRAINAGE_KIT,Exact,Aspira drainage supply
PRD-FB2A9A64D9,BAL_KIT,Exact,BAL convenience accessory
PRD-7F97F4EC47,BAL_KIT,Exact,BAL convenience accessory
PRD-B8D6260C23,INFLATION_DEVICE,Exact,Balloon inflation device
PRD-1D568615A4,INFLATION_DEVICE,Exact,Balloon inflation device
PRD-CF1E28501A,INFLATION_DEVICE,Exact,Balloon inflation device
PRD-DAA7B0A0DF,INFLATION_DEVICE,Exact,Balloon inflation device
PRD-60785178C9,VACUUM_LOCKING_SYRINGE,Exact,Vacuum locking syringe
PRD-17F5A03227,VACUUM_LOCKING_SYRINGE,Exact,Vacuum locking syringe
PRD-188391A3A6,VACUUM_LOCKING_SYRINGE,Exact,Vacuum locking syringe
PRD-7CAB35AC24,VACUUM_LOCKING_SYRINGE,Exact,Vacuum locking syringe
PRD-1469E79896,VACUUM_LOCKING_SYRINGE,Exact,Vacuum locking syringe
PRD-9AB8A5ECAC,BAL_KIT,Exact,BAL convenience accessory
PRD-56DF49383B,IPC_MANAGEMENT_ACCESSORY,Exact,Aspira management accessory
PRD-56DF49383B,PLEURAL_DRAINAGE_ACCESSORY,Compatible,Pleural drainage accessory
PRD-771F462726,AIRWAY_BALLOON_DILATOR,Exact,Pulmonary balloon dilator
PRD-E1B889E869,AIRWAY_BALLOON_DILATOR,Exact,Pulmonary balloon dilator
PRD-BD2D495AB7,AIRWAY_BALLOON_DILATOR,Exact,Pulmonary balloon dilator
PRD-4361785147,AIRWAY_BALLOON_DILATOR,Exact,Pulmonary balloon dilator
PRD-7ED371400F,AIRWAY_BALLOON_DILATOR,Exact,Pulmonary balloon dilator
PRD-937DC338A9,AIRWAY_BALLOON_DILATOR,Exact,Pulmonary balloon dilator
PRD-36CD5DBC39,AIRWAY_BALLOON_DILATOR,Exact,Pulmonary balloon dilator
PRD-698A0D25B4,AIRWAY_BALLOON_DILATOR,Exact,Pulmonary balloon dilator
PRD-9D5C45AA6F,AIRWAY_BALLOON_DILATOR,Exact,Pulmonary balloon dilator
PRD-1EC996BD63,AIRWAY_BALLOON_DILATOR,Exact,Pulmonary balloon dilator
PRD-E46E521D1C,AIRWAY_BALLOON_DILATOR,Exact,Pulmonary balloon dilator
PRD-6A26802196,AIRWAY_BALLOON_DILATOR,Exact,Pulmonary balloon dilator
PRD-B1E837841F,CHEST_TUBE_SMALL_BORE,Exact,Small-bore thoracostomy tray
PRD-806A35FA67,THORACENTESIS_KIT,Primary,
PRD-FCEC968C4E,THORACENTESIS_KIT,Primary,
PRD-8E8D4D1565,THORACENTESIS_KIT,Primary,
PRD-BEE0D63766,THORACENTESIS_KIT,Primary,
PRD-F5AE18C06E,THORACENTESIS_KIT,Primary,
PRD-A4575632E4,THORACENTESIS_KIT,Primary,
PRD-62FB291C50,EBUS_NEEDLE_FNA,Primary,
PRD-4A3F2CCBBF,EBUS_NEEDLE_FNA,Primary,
PRD-D44D27C76E,EBUS_NEEDLE_FNA,Primary,
PRD-AEEAFB2957,EBUS_NEEDLE_FNB,Primary,
PRD-609D197124,EBUS_NEEDLE_FNB,Primary,
PRD-B54B621217,EBUS_NEEDLE_FNB,Primary,
PRD-BA02119C36,BIOPSY_FORCEPS_FLEX,Primary,
PRD-F43B951B75,FOREIGN_BODY_BASKET,Primary,
PRD-D532D5406F,FOREIGN_BODY_BASKET,Primary,
PRD-C3FA589A20,AIRWAY_STENT_SEMS_UNCOVERED,Primary,
PRD-B865D0FAF0,AIRWAY_STENT_SEMS_UNCOVERED,Primary,
PRD-3C6D28844E,AIRWAY_STENT_SEMS_UNCOVERED,Primary,
PRD-4724EA02A3,AIRWAY_STENT_SEMS_UNCOVERED,Primary,
PRD-A64069C0A0,AIRWAY_STENT_SEMS_UNCOVERED,Primary,
PRD-C7E66C10DC,AIRWAY_STENT_SEMS_UNCOVERED,Primary,
PRD-A5971F1DE3,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-E0A45CB3A7,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-B20E716435,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-3A6898898E,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-F7981773F7,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-112FA15A7C,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-369E8F396B,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-2644946D4C,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-70A8B88A8D,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-8A6658D379,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-063913C3C0,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-7A4AE2E955,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-C9704EAA93,AIRWAY_STENT_SEMS_UNCOVERED,Primary,
PRD-045F1D520E,AIRWAY_STENT_SEMS_UNCOVERED,Primary,
PRD-87E491F131,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-CD315440D5,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-BF31F89558,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-BBEB73374B,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-D92BDB1551,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-84F7ABC615,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-148F8BC5BA,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-DF0AB82B2D,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-82CCE45D12,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-2D588804C5,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-1A0C09927F,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-0D187D741A,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-5D09EFABDD,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-61B1C43B5C,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-71D6D8E081,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-F5CEB7234A,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-89BCEE2895,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-6124E1A326,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-21832A5DCA,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-6D8A97CC06,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-ACA2322DB2,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-AAFEA61B28,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-F9EB14C69E,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-98610CE8EB,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-D5A436E755,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-0FC4F02CEE,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-900AA8F053,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-B07610EC95,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-D29CE0D10F,AIRWAY_STENT_SEMS_COVERED,Primary,
PRD-9CE203EA1C,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-62E4A72F9D,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-5070336E33,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-7051E83D62,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-CC378D0981,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-A5DD232514,AIRWAY_STENT_SILICONE_Y,Primary,
PRD-5C46BC7DA9,AIRWAY_STENT_SILICONE_Y,Primary,
PRD-3BEF064A41,STENT_APPLICATOR,Primary,
PRD-F765071278,STENT_APPLICATOR,Primary,
PRD-B5E107E3AE,STENT_APPLICATOR,Primary,
PRD-0CD8E49B3D,STENT_APPLICATOR,Primary,
PRD-7C4A3CE094,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-5E4F566AA2,RIGID_BRONCHOSCOPE_HEAD,Primary,
PRD-042B406005,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-B5644A6608,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-9EB174FBB0,RIGID_BRONCHOSCOPE_BARREL,Primary,
PRD-9C6ECA3162,RIGID_BRONCHOSCOPE_BARREL,Primary,
PRD-6D6815FAE1,RIGID_BRONCHOSCOPE_BARREL,Primary,
PRD-7677972FA0,RIGID_BRONCHOSCOPE_BARREL,Primary,
PRD-492FC6BE35,RIGID_BRONCHOSCOPE_BARREL,Primary,
PRD-93C248AE98,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-BCF7612DDB,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-D81F566A09,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-E05104FF37,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-09192221FE,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-5402A5D241,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-D5CBD6E254,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-5BA5F9BD46,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-55094F0EC3,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-BADEC639F4,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-89259B5C28,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-E0331EA66D,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-BB33BD7BE9,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-1215DE841C,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-57EB842692,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-F4B03B6DFA,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-A4793529B7,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-5BDAA5E440,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-C4480F30D2,RIGID_BRONCHOSCOPE_HEAD,Primary,
PRD-1894515971,RIGID_FORCEPS,Primary,
PRD-5A3334BDDC,RIGID_FORCEPS,Primary,
PRD-2538CEF181,RIGID_FORCEPS,Primary,
PRD-EA133128FD,RIGID_FORCEPS,Primary,
PRD-2952D06A3F,RIGID_FORCEPS,Primary,
PRD-8CDDDC5158,RIGID_FORCEPS,Primary,
PRD-A7A7DF79BA,RIGID_FORCEPS,Primary,
PRD-66110A69CE,RIGID_FORCEPS,Primary,
PRD-C6E7ED547F,RIGID_FORCEPS,Primary,
PRD-028E85E656,RIGID_FORCEPS,Primary,
PRD-2A8E02EC0E,RIGID_FORCEPS,Primary,
PRD-7B30A285F1,RIGID_FORCEPS,Primary,
PRD-66A04F5119,RIGID_FORCEPS,Primary,
PRD-631CFE65BD,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-85E1F8359A,RIGID_BRONCHOSCOPE_ACCESSORY,Primary,
PRD-F0279D2028,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-F63C06E063,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-FCAC63DE74,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-5A54E4A232,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-DA69A8016A,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-1339050168,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-81E1C78F57,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-1F9597C1B1,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-E13F890A8D,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-94C76DB87E,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-E03ACFD7C6,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-9FDA372767,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-24BB958E53,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-35D1C951DD,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-8C4F3E180E,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-946F2F821B,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-7C94BF3D70,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-704850C991,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-50F36C0CF9,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-394135E376,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-57CB9C3B69,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-014290DBD6,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-0B65831FF3,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-83292E8BA3,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-69CC9C6D05,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-E91BAEC04F,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-246C3ADE5E,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-B4AC755EAE,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-861D4EA14A,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-ACB6E2620B,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-128B8E1F80,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-39EB1A695C,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-5955133BB7,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-C4EB1DBADB,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-1C368932FF,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-F2F9633FBF,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-23D7DAB53A,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-00FC2A29AC,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-5A90A3DABC,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-AC566D2949,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-BE0B6A0B53,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-8532C675A6,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-EC55EE1E59,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-E07985974F,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-BE121B185B,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-6A9E4504F4,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
PRD-F54BF5D38E,AIRWAY_STENT_SILICONE_STRAIGHT,Primary,
