slot_id,product_id,role_code,eligibility_status,visible_by_default,reason
SLOT-2D59E32F4B,PRD-762DCA1D6D,RIGID_SUCTION_CATHETER,Unverified candidate,No,Exact fit for RIGID_SUCTION_CATHETER; Hidden - current U.S. status unverified.
SLOT-2D59E32F4B,PRD-07EA3DD76E,RIGID_SUCTION_CATHETER,Prototype candidate,Yes,Primary fit for RIGID_SUCTION_CATHETER; source-backed and prototype-visible.
SLOT-2D59E32F4B,PRD-B98EADB33D,RIGID_SUCTION_CATHETER,Prototype candidate,Yes,Primary fit for RIGID_SUCTION_CATHETER; source-backed and prototype-visible.
SLOT-2D59E32F4B,PRD-5A28AF1C52,RIGID_SUCTION_CATHETER,Prototype candidate,Yes,Primary fit for RIGID_SUCTION_CATHETER; source-backed and prototype-visible.
SLOT-2D59E32F4B,PRD-952A7B928E,RIGID_SUCTION_CATHETER,Prototype candidate,Yes,Primary fit for RIGID_SUCTION_CATHETER; source-backed and prototype-visible.
SLOT-2D59E32F4B,PRD-53805EF31F,RIGID_SUCTION_CATHETER,Unverified candidate,No,Exact fit for RIGID_SUCTION_CATHETER; Hidden - current U.S. status unverified.
SLOT-00E8CCAE2A,PRD-A2C49C9352,CRYOPROBE_FLEX,Unverified candidate,No,Primary fit for CRYOPROBE_FLEX; Hidden - non-U.S. catalog / U.S. status unverified.
SLOT-00E8CCAE2A,PRD-6C2199C862,CRYOPROBE_FLEX,Unverified candidate,No,Primary fit for CRYOPROBE_FLEX; Hidden - non-U.S. catalog / U.S. status unverified.
SLOT-00E8CCAE2A,PRD-7DC3645CFA,CRYOPROBE_FLEX,Unverified candidate,No,Primary fit for CRYOPROBE_FLEX; Hidden - non-U.S. catalog / U.S. status unverified.
SLOT-00E8CCAE2A,PRD-05670F1B5F,CRYOPROBE_FLEX,Unverified candidate,No,Primary fit for CRYOPROBE_FLEX; Hidden - non-U.S. catalog / U.S. status unverified.
SLOT-3D6358F157,PRD-94E33ED243,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Primary fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-B8BB774CB6,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Primary fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-BDC093DB61,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Primary fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-9E6034F109,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Primary fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-2B5132F8C5,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Primary fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-189E7EF27A,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Primary fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-771F462726,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Exact fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-E1B889E869,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Exact fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-BD2D495AB7,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Exact fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-4361785147,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Exact fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-7ED371400F,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Exact fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-937DC338A9,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Exact fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-36CD5DBC39,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Exact fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-698A0D25B4,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Exact fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-9D5C45AA6F,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Exact fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-1EC996BD63,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Exact fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-E46E521D1C,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Exact fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-3D6358F157,PRD-6A26802196,AIRWAY_BALLOON_DILATOR,Prototype candidate,Yes,Exact fit for AIRWAY_BALLOON_DILATOR; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-9CE203EA1C,AIRWAY_STENT_SILICONE_STRAIGHT,Unverified candidate,No,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; Hidden until verified.
SLOT-5F3642C851,PRD-62E4A72F9D,AIRWAY_STENT_SILICONE_STRAIGHT,Unverified candidate,No,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; Hidden until verified.
SLOT-5F3642C851,PRD-5070336E33,AIRWAY_STENT_SILICONE_STRAIGHT,Unverified candidate,No,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; Hidden until verified.
SLOT-5F3642C851,PRD-7051E83D62,AIRWAY_STENT_SILICONE_STRAIGHT,Unverified candidate,No,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; Hidden until verified.
SLOT-5F3642C851,PRD-CC378D0981,AIRWAY_STENT_SILICONE_STRAIGHT,Unverified candidate,No,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; Hidden until verified.
SLOT-5F3642C851,PRD-7C4A3CE094,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-F0279D2028,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-F63C06E063,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-FCAC63DE74,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-5A54E4A232,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-DA69A8016A,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-1339050168,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-81E1C78F57,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-1F9597C1B1,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-E13F890A8D,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-94C76DB87E,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-E03ACFD7C6,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-9FDA372767,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-24BB958E53,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-35D1C951DD,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-8C4F3E180E,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-946F2F821B,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-7C94BF3D70,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-704850C991,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-50F36C0CF9,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-394135E376,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-57CB9C3B69,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-014290DBD6,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-0B65831FF3,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-83292E8BA3,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-69CC9C6D05,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-E91BAEC04F,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-246C3ADE5E,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-B4AC755EAE,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-861D4EA14A,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-ACB6E2620B,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-128B8E1F80,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-39EB1A695C,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-5955133BB7,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-C4EB1DBADB,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-1C368932FF,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-F2F9633FBF,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-23D7DAB53A,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-00FC2A29AC,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-5A90A3DABC,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-AC566D2949,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-BE0B6A0B53,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-8532C675A6,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-EC55EE1E59,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-E07985974F,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-BE121B185B,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-6A9E4504F4,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-F54BF5D38E,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-FE7880EF7E,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-DC7E693F2A,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-81D89E1E76,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-B5A96A4F81,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-29DCCCAF2B,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-A412BD40C1,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-E04E24D3CD,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-B226B5873B,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-3D383F0834,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-7C4B36F5CB,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-A9C2F393B9,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-231DEF421E,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-5AD92B5438,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-241E54356E,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-42804464C2,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-408A683593,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-CEFAA61748,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-D76BFAD4AA,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-66935DEE7B,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-15E6B259A7,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-2E1A3E4B68,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-3FF143180F,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-48CBAB53FF,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-48EEBAD727,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-DBCBF4AF27,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-C7B4627CB2,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-4D5E28D425,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-44A6CBF184,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-FA325AD5F8,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-87011FE827,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-0D2C2802C8,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-7359DC8555,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-6BE691A444,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-2C8EBB26DF,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-26349CF364,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-64B1BB919D,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-32203FFD61,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-6AE3D5D976,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-44839F0522,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-ACF77D4FD4,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-F010140B5E,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-08C3139357,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-26A160D11E,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-071D7736C1,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-457AC85266,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-9CE6425CE0,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-863ABAE464,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-65A15D079A,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-5ACC570E45,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-FD2FA688FB,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-F527A8F44E,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-5F3642C851,PRD-102569C82C,AIRWAY_STENT_SILICONE_STRAIGHT,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_STRAIGHT; source-backed and prototype-visible.
SLOT-D6B6FF156F,PRD-A5DD232514,AIRWAY_STENT_SILICONE_Y,Unverified candidate,No,Primary fit for AIRWAY_STENT_SILICONE_Y; Hidden until verified.
SLOT-D6B6FF156F,PRD-5C46BC7DA9,AIRWAY_STENT_SILICONE_Y,Unverified candidate,No,Primary fit for AIRWAY_STENT_SILICONE_Y; Hidden until verified.
SLOT-D6B6FF156F,PRD-E00759020E,AIRWAY_STENT_SILICONE_Y,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_Y; source-backed and prototype-visible.
SLOT-D6B6FF156F,PRD-6A53041E10,AIRWAY_STENT_SILICONE_Y,Prototype candidate,Yes,Primary fit for AIRWAY_STENT_SILICONE_Y; source-backed and prototype-visible.
